[['margarine'], 576, '->', ['citrus fruit'], 814, 0.13541666666666666]
[['tropical fruit', 'root vegetables'], 207, '->', ['whole milk'], 2513, 0.5700483091787439]
[['root vegetables'], 1072, '->', ['tropical fruit', 'whole milk'], 416, 0.11007462686567164]
[['tropical fruit', 'whole milk'], 416, '->', ['root vegetables'], 1072, 0.28365384615384615]
[['whole milk', 'sausage'], 294, '->', ['tropical fruit'], 1032, 0.24149659863945577]
[['tropical fruit', 'sausage'], 137, '->', ['whole milk'], 2513, 0.5182481751824818]
[['tropical fruit', 'whole milk'], 416, '->', ['sausage'], 924, 0.17067307692307693]
[['whole milk', 'whipped/sour cream'], 317, '->', ['tropical fruit'], 1032, 0.24605678233438485]
[['whipped/sour cream'], 705, '->', ['tropical fruit', 'whole milk'], 416, 0.11063829787234042]
[['tropical fruit', 'whipped/sour cream'], 136, '->', ['whole milk'], 2513, 0.5735294117647058]
[['whipped/sour cream'], 705, '->', ['tropical fruit', 'whole milk'], 416, 0.11063829787234042]
[['tropical fruit', 'whole milk'], 416, '->', ['whipped/sour cream'], 705, 0.1875]
[['whole milk', 'domestic eggs'], 295, '->', ['tropical fruit'], 1032, 0.2305084745762712]
[['domestic eggs'], 624, '->', ['tropical fruit', 'whole milk'], 416, 0.10897435897435898]
[['tropical fruit', 'domestic eggs'], 112, '->', ['whole milk'], 2513, 0.6071428571428571]
[['domestic eggs'], 624, '->', ['tropical fruit', 'whole milk'], 416, 0.10897435897435898]
[['tropical fruit', 'whole milk'], 416, '->', ['domestic eggs'], 624, 0.16346153846153846]
[['pip fruit', 'other vegetables'], 257, '->', ['tropical fruit'], 1032, 0.36186770428015563]
[['tropical fruit', 'other vegetables'], 353, '->', ['pip fruit'], 744, 0.26345609065155806]
[['tropical fruit', 'pip fruit'], 201, '->', ['other vegetables'], 1903, 0.4626865671641791]
[['pip fruit'], 744, '->', ['tropical fruit', 'other vegetables'], 353, 0.125]
[['other vegetables', 'rolls/buns'], 419, '->', ['tropical fruit'], 1032, 0.18377088305489261]
[['tropical fruit', 'rolls/buns'], 242, '->', ['other vegetables'], 1903, 0.3181818181818182]
[['tropical fruit', 'other vegetables'], 353, '->', ['rolls/buns'], 1809, 0.21813031161473087]
[['other vegetables', 'bottled water'], 244, '->', ['tropical fruit'], 1032, 0.25]
[['tropical fruit', 'bottled water'], 182, '->', ['other vegetables'], 1903, 0.33516483516483514]
[['tropical fruit', 'other vegetables'], 353, '->', ['bottled water'], 1087, 0.17280453257790368]
[['other vegetables', 'soda'], 322, '->', ['tropical fruit'], 1032, 0.2204968944099379]
[['tropical fruit', 'soda'], 205, '->', ['other vegetables'], 1903, 0.3463414634146341]
[['tropical fruit', 'other vegetables'], 353, '->', ['soda'], 1715, 0.20113314447592068]
[['other vegetables', 'fruit/vegetable juice'], 207, '->', ['tropical fruit'], 1032, 0.3140096618357488]
[['tropical fruit', 'fruit/vegetable juice'], 135, '->', ['other vegetables'], 1903, 0.48148148148148145]
[['tropical fruit', 'other vegetables'], 353, '->', ['fruit/vegetable juice'], 711, 0.18413597733711048]
[['other vegetables', 'root vegetables'], 466, '->', ['tropical fruit'], 1032, 0.259656652360515]
[['root vegetables'], 1072, '->', ['tropical fruit', 'other vegetables'], 353, 0.11287313432835822]
[['tropical fruit', 'root vegetables'], 207, '->', ['other vegetables'], 1903, 0.5845410628019324]
[['root vegetables'], 1072, '->', ['tropical fruit', 'other vegetables'], 353, 0.11287313432835822]
[['tropical fruit', 'other vegetables'], 353, '->', ['root vegetables'], 1072, 0.34277620396600567]
[['other vegetables', 'whipped/sour cream'], 284, '->', ['tropical fruit'], 1032, 0.2711267605633803]
[['whipped/sour cream'], 705, '->', ['tropical fruit', 'other vegetables'], 353, 0.10921985815602837]
[['tropical fruit', 'whipped/sour cream'], 136, '->', ['other vegetables'], 1903, 0.5661764705882353]
[['whipped/sour cream'], 705, '->', ['tropical fruit', 'other vegetables'], 353, 0.10921985815602837]
[['tropical fruit', 'other vegetables'], 353, '->', ['whipped/sour cream'], 705, 0.21813031161473087]
[['whole milk', 'pip fruit'], 296, '->', ['yogurt'], 1372, 0.31756756756756754]
[['pip fruit'], 744, '->', ['yogurt', 'whole milk'], 551, 0.12634408602150538]
[['yogurt', 'pip fruit'], 177, '->', ['whole milk'], 2513, 0.5310734463276836]
[['pip fruit'], 744, '->', ['yogurt', 'whole milk'], 551, 0.12634408602150538]
[['yogurt', 'whole milk'], 551, '->', ['pip fruit'], 744, 0.1705989110707804]
[['whole milk', 'cream cheese'], 162, '->', ['yogurt'], 1372, 0.4012345679012346]
[['cream cheese'], 390, '->', ['yogurt', 'whole milk'], 551, 0.16666666666666666]
[['yogurt', 'cream cheese'], 122, '->', ['whole milk'], 2513, 0.5327868852459017]
[['cream cheese'], 390, '->', ['yogurt', 'whole milk'], 551, 0.16666666666666666]
[['yogurt', 'whole milk'], 551, '->', ['cream cheese'], 390, 0.11796733212341198]
[['whole milk', 'other vegetables'], 736, '->', ['yogurt'], 1372, 0.297554347826087]
[['other vegetables'], 1903, '->', ['yogurt', 'whole milk'], 551, 0.11508145034156594]
[['yogurt', 'other vegetables'], 427, '->', ['whole milk'], 2513, 0.5128805620608899]
[['other vegetables'], 1903, '->', ['yogurt', 'whole milk'], 551, 0.11508145034156594]
[['yogurt', 'whole milk'], 551, '->', ['other vegetables'], 1903, 0.397459165154265]
[['whole milk', 'butter'], 271, '->', ['yogurt'], 1372, 0.33948339483394835]
[['butter'], 545, '->', ['yogurt', 'whole milk'], 551, 0.1688073394495413]
[['yogurt', 'butter'], 144, '->', ['whole milk'], 2513, 0.6388888888888888]
[['butter'], 545, '->', ['yogurt', 'whole milk'], 551, 0.1688073394495413]
[['yogurt', 'whole milk'], 551, '->', ['butter'], 545, 0.16696914700544466]
[['whole milk', 'rolls/buns'], 557, '->', ['yogurt'], 1372, 0.2746858168761221]
[['yogurt', 'rolls/buns'], 338, '->', ['whole milk'], 2513, 0.4526627218934911]
[['yogurt', 'whole milk'], 551, '->', ['rolls/buns'], 1809, 0.2776769509981851]
[['whole milk', 'bottled water'], 338, '->', ['yogurt'], 1372, 0.28106508875739644]
[['yogurt', 'bottled water'], 226, '->', ['whole milk'], 2513, 0.42035398230088494]
[['yogurt', 'whole milk'], 551, '->', ['bottled water'], 1087, 0.1724137931034483]
[['whole milk', 'curd'], 257, '->', ['yogurt'], 1372, 0.3852140077821012]
[['curd'], 524, '->', ['yogurt', 'whole milk'], 551, 0.18893129770992367]
[['yogurt', 'curd'], 170, '->', ['whole milk'], 2513, 0.5823529411764706]
[['curd'], 524, '->', ['yogurt', 'whole milk'], 551, 0.18893129770992367]
[['yogurt', 'whole milk'], 551, '->', ['curd'], 524, 0.17967332123411978]
[['whole milk', 'frankfurter'], 202, '->', ['yogurt'], 1372, 0.30198019801980197]
[['frankfurter'], 580, '->', ['yogurt', 'whole milk'], 551, 0.10517241379310345]
[['yogurt', 'frankfurter'], 110, '->', ['whole milk'], 2513, 0.5545454545454546]
[['frankfurter'], 580, '->', ['yogurt', 'whole milk'], 551, 0.10517241379310345]
[['yogurt', 'whole milk'], 551, '->', ['frankfurter'], 580, 0.11070780399274047]
[['whole milk', 'soda'], 394, '->', ['yogurt'], 1372, 0.2614213197969543]
[['yogurt', 'soda'], 269, '->', ['whole milk'], 2513, 0.3828996282527881]
[['yogurt', 'whole milk'], 551, '->', ['soda'], 1715, 0.1869328493647913]
[['whole milk', 'fruit/vegetable juice'], 262, '->', ['yogurt'], 1372, 0.3549618320610687]
[['fruit/vegetable juice'], 711, '->', ['yogurt', 'whole milk'], 551, 0.1308016877637131]
[['yogurt', 'fruit/vegetable juice'], 184, '->', ['whole milk'], 2513, 0.5054347826086957]
[['fruit/vegetable juice'], 711, '->', ['yogurt', 'whole milk'], 551, 0.1308016877637131]
[['yogurt', 'whole milk'], 551, '->', ['fruit/vegetable juice'], 711, 0.16878402903811252]
[['whole milk', 'newspapers'], 269, '->', ['yogurt'], 1372, 0.241635687732342]
[['yogurt', 'newspapers'], 151, '->', ['whole milk'], 2513, 0.4304635761589404]
[['yogurt', 'whole milk'], 551, '->', ['newspapers'], 785, 0.11796733212341198]
[['whole milk', 'pastry'], 327, '->', ['yogurt'], 1372, 0.27522935779816515]
[['pastry'], 875, '->', ['yogurt', 'whole milk'], 551, 0.10285714285714286]
[['yogurt', 'pastry'], 174, '->', ['whole milk'], 2513, 0.5172413793103449]
[['pastry'], 875, '->', ['yogurt', 'whole milk'], 551, 0.10285714285714286]
[['yogurt', 'whole milk'], 551, '->', ['pastry'], 875, 0.16333938294010888]
[['whole milk', 'root vegetables'], 481, '->', ['yogurt'], 1372, 0.2972972972972973]
[['root vegetables'], 1072, '->', ['yogurt', 'whole milk'], 551, 0.1333955223880597]
[['yogurt', 'root vegetables'], 254, '->', ['whole milk'], 2513, 0.562992125984252]
[['root vegetables'], 1072, '->', ['yogurt', 'whole milk'], 551, 0.1333955223880597]
[['yogurt', 'whole milk'], 551, '->', ['root vegetables'], 1072, 0.2595281306715064]
[['whole milk', 'sausage'], 294, '->', ['yogurt'], 1372, 0.2925170068027211]
[['yogurt', 'sausage'], 193, '->', ['whole milk'], 2513, 0.44559585492227977]
[['yogurt', 'whole milk'], 551, '->', ['sausage'], 924, 0.1560798548094374]
[['whole milk', 'brown bread'], 248, '->', ['yogurt'], 1372, 0.28225806451612906]
[['brown bread'], 638, '->', ['yogurt', 'whole milk'], 551, 0.109717868338558]
[['yogurt', 'brown bread'], 143, '->', ['whole milk'], 2513, 0.48951048951048953]
[['brown bread'], 638, '->', ['yogurt', 'whole milk'], 551, 0.109717868338558]
[['yogurt', 'whole milk'], 551, '->', ['brown bread'], 638, 0.12704174228675136]
[['whole milk', 'whipped/sour cream'], 317, '->', ['yogurt'], 1372, 0.33753943217665616]
[['whipped/sour cream'], 705, '->', ['yogurt', 'whole milk'], 551, 0.15177304964539007]
[['yogurt', 'whipped/sour cream'], 204, '->', ['whole milk'], 2513, 0.5245098039215687]
[['whipped/sour cream'], 705, '->', ['yogurt', 'whole milk'], 551, 0.15177304964539007]
[['yogurt', 'whole milk'], 551, '->', ['whipped/sour cream'], 705, 0.19419237749546278]
[['whole milk', 'domestic eggs'], 295, '->', ['yogurt'], 1372, 0.2576271186440678]
[['domestic eggs'], 624, '->', ['yogurt', 'whole milk'], 551, 0.12179487179487179]
[['yogurt', 'domestic eggs'], 141, '->', ['whole milk'], 2513, 0.5390070921985816]
[['domestic eggs'], 624, '->', ['yogurt', 'whole milk'], 551, 0.12179487179487179]
[['yogurt', 'whole milk'], 551, '->', ['domestic eggs'], 624, 0.13793103448275862]
[['pip fruit', 'other vegetables'], 257, '->', ['yogurt'], 1372, 0.311284046692607]
[['yogurt', 'other vegetables'], 427, '->', ['pip fruit'], 744, 0.1873536299765808]
[['yogurt', 'pip fruit'], 177, '->', ['other vegetables'], 1903, 0.4519774011299435]
[['pip fruit'], 744, '->', ['yogurt', 'other vegetables'], 427, 0.10752688172043011]
[['other vegetables', 'butter'], 197, '->', ['yogurt'], 1372, 0.3197969543147208]
[['butter'], 545, '->', ['yogurt', 'other vegetables'], 427, 0.11559633027522936]
[['yogurt', 'butter'], 144, '->', ['other vegetables'], 1903, 0.4375]
[['butter'], 545, '->', ['yogurt', 'other vegetables'], 427, 0.11559633027522936]
[['yogurt', 'other vegetables'], 427, '->', ['butter'], 545, 0.14754098360655737]
[['other vegetables', 'rolls/buns'], 419, '->', ['yogurt'], 1372, 0.26968973747016706]
[['yogurt', 'rolls/buns'], 338, '->', ['other vegetables'], 1903, 0.3343195266272189]
[['yogurt', 'other vegetables'], 427, '->', ['rolls/buns'], 1809, 0.2646370023419204]
[['other vegetables', 'bottled water'], 244, '->', ['yogurt'], 1372, 0.32786885245901637]
[['yogurt', 'bottled water'], 226, '->', ['other vegetables'], 1903, 0.35398230088495575]
[['yogurt', 'other vegetables'], 427, '->', ['bottled water'], 1087, 0.1873536299765808]
[['other vegetables', 'soda'], 322, '->', ['yogurt'], 1372, 0.2546583850931677]
[['yogurt', 'soda'], 269, '->', ['other vegetables'], 1903, 0.3048327137546468]
[['yogurt', 'other vegetables'], 427, '->', ['soda'], 1715, 0.1920374707259953]
[['other vegetables', 'fruit/vegetable juice'], 207, '->', ['yogurt'], 1372, 0.391304347826087]
[['fruit/vegetable juice'], 711, '->', ['yogurt', 'other vegetables'], 427, 0.11392405063291139]
[['yogurt', 'fruit/vegetable juice'], 184, '->', ['other vegetables'], 1903, 0.44021739130434784]
[['fruit/vegetable juice'], 711, '->', ['yogurt', 'other vegetables'], 427, 0.11392405063291139]
[['yogurt', 'other vegetables'], 427, '->', ['fruit/vegetable juice'], 711, 0.18969555035128804]
[['other vegetables', 'pastry'], 222, '->', ['yogurt'], 1372, 0.2927927927927928]
[['yogurt', 'pastry'], 174, '->', ['other vegetables'], 1903, 0.3735632183908046]
[['yogurt', 'other vegetables'], 427, '->', ['pastry'], 875, 0.1522248243559719]
[['other vegetables', 'root vegetables'], 466, '->', ['yogurt'], 1372, 0.27253218884120173]
[['root vegetables'], 1072, '->', ['yogurt', 'other vegetables'], 427, 0.11847014925373134]
[['yogurt', 'root vegetables'], 254, '->', ['other vegetables'], 1903, 0.5]
[['root vegetables'], 1072, '->', ['yogurt', 'other vegetables'], 427, 0.11847014925373134]
[['yogurt', 'other vegetables'], 427, '->', ['root vegetables'], 1072, 0.297423887587822]
[['other vegetables', 'sausage'], 265, '->', ['yogurt'], 1372, 0.3018867924528302]
[['yogurt', 'sausage'], 193, '->', ['other vegetables'], 1903, 0.41450777202072536]
[['yogurt', 'other vegetables'], 427, '->', ['sausage'], 924, 0.1873536299765808]
[['other vegetables', 'whipped/sour cream'], 284, '->', ['yogurt'], 1372, 0.352112676056338]
[['whipped/sour cream'], 705, '->', ['yogurt', 'other vegetables'], 427, 0.14184397163120568]
[['yogurt', 'whipped/sour cream'], 204, '->', ['other vegetables'], 1903, 0.49019607843137253]
[['whipped/sour cream'], 705, '->', ['yogurt', 'other vegetables'], 427, 0.14184397163120568]
[['yogurt', 'other vegetables'], 427, '->', ['whipped/sour cream'], 705, 0.234192037470726]
[['rolls/buns', 'bottled water'], 238, '->', ['yogurt'], 1372, 0.29411764705882354]
[['yogurt', 'bottled water'], 226, '->', ['rolls/buns'], 1809, 0.30973451327433627]
[['yogurt', 'rolls/buns'], 338, '->', ['bottled water'], 1087, 0.20710059171597633]
[['rolls/buns', 'soda'], 377, '->', ['yogurt'], 1372, 0.22546419098143236]
[['yogurt', 'soda'], 269, '->', ['rolls/buns'], 1809, 0.3159851301115242]
[['yogurt', 'rolls/buns'], 338, '->', ['soda'], 1715, 0.2514792899408284]
[['rolls/buns', 'root vegetables'], 239, '->', ['yogurt'], 1372, 0.29707112970711297]
[['yogurt', 'root vegetables'], 254, '->', ['rolls/buns'], 1809, 0.2795275590551181]
[['yogurt', 'rolls/buns'], 338, '->', ['root vegetables'], 1072, 0.21005917159763313]
[['bottled water', 'soda'], 285, '->', ['yogurt'], 1372, 0.256140350877193]
[['yogurt', 'soda'], 269, '->', ['bottled water'], 1087, 0.27137546468401486]
[['yogurt', 'bottled water'], 226, '->', ['soda'], 1715, 0.3230088495575221]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['yogurt'], 1372, 0.375]
[['yogurt', 'whipped/sour cream'], 204, '->', ['root vegetables'], 1072, 0.3088235294117647]
[['yogurt', 'root vegetables'], 254, '->', ['whipped/sour cream'], 705, 0.24803149606299213]
[['coffee', 'other vegetables'], 132, '->', ['whole milk'], 2513, 0.4772727272727273]
[['coffee', 'whole milk'], 184, '->', ['other vegetables'], 1903, 0.3423913043478261]
[['pip fruit', 'other vegetables'], 257, '->', ['whole milk'], 2513, 0.5175097276264592]
[['whole milk', 'other vegetables'], 736, '->', ['pip fruit'], 744, 0.18070652173913043]
[['whole milk', 'pip fruit'], 296, '->', ['other vegetables'], 1903, 0.44932432432432434]
[['pip fruit'], 744, '->', ['whole milk', 'other vegetables'], 736, 0.17876344086021506]
[['pip fruit', 'rolls/buns'], 137, '->', ['whole milk'], 2513, 0.44525547445255476]
[['whole milk', 'rolls/buns'], 557, '->', ['pip fruit'], 744, 0.10951526032315978]
[['whole milk', 'pip fruit'], 296, '->', ['rolls/buns'], 1809, 0.20608108108108109]
[['pip fruit', 'root vegetables'], 153, '->', ['whole milk'], 2513, 0.5751633986928104]
[['whole milk', 'root vegetables'], 481, '->', ['pip fruit'], 744, 0.18295218295218296]
[['whole milk', 'pip fruit'], 296, '->', ['root vegetables'], 1072, 0.2972972972972973]
[['pip fruit'], 744, '->', ['whole milk', 'root vegetables'], 481, 0.11827956989247312]
[['cream cheese', 'other vegetables'], 135, '->', ['whole milk'], 2513, 0.4888888888888889]
[['whole milk', 'cream cheese'], 162, '->', ['other vegetables'], 1903, 0.4074074074074074]
[['cream cheese'], 390, '->', ['whole milk', 'other vegetables'], 736, 0.16923076923076924]
[['other vegetables', 'butter'], 197, '->', ['whole milk'], 2513, 0.5736040609137056]
[['butter'], 545, '->', ['whole milk', 'other vegetables'], 736, 0.20733944954128442]
[['whole milk', 'butter'], 271, '->', ['other vegetables'], 1903, 0.41697416974169743]
[['butter'], 545, '->', ['whole milk', 'other vegetables'], 736, 0.20733944954128442]
[['whole milk', 'other vegetables'], 736, '->', ['butter'], 545, 0.15353260869565216]
[['other vegetables', 'rolls/buns'], 419, '->', ['whole milk'], 2513, 0.4200477326968974]
[['whole milk', 'rolls/buns'], 557, '->', ['other vegetables'], 1903, 0.31597845601436264]
[['whole milk', 'other vegetables'], 736, '->', ['rolls/buns'], 1809, 0.2391304347826087]
[['other vegetables', 'bottled beer'], 159, '->', ['whole milk'], 2513, 0.4716981132075472]
[['whole milk', 'bottled beer'], 201, '->', ['other vegetables'], 1903, 0.373134328358209]
[['whole milk', 'other vegetables'], 736, '->', ['bottled beer'], 792, 0.10190217391304347]
[['other vegetables', 'bottled water'], 244, '->', ['whole milk'], 2513, 0.4344262295081967]
[['whole milk', 'bottled water'], 338, '->', ['other vegetables'], 1903, 0.3136094674556213]
[['whole milk', 'other vegetables'], 736, '->', ['bottled water'], 1087, 0.14402173913043478]
[['other vegetables', 'curd'], 169, '->', ['whole milk'], 2513, 0.5739644970414202]
[['curd'], 524, '->', ['whole milk', 'other vegetables'], 736, 0.1851145038167939]
[['whole milk', 'curd'], 257, '->', ['other vegetables'], 1903, 0.377431906614786]
[['curd'], 524, '->', ['whole milk', 'other vegetables'], 736, 0.1851145038167939]
[['whole milk', 'other vegetables'], 736, '->', ['curd'], 524, 0.13179347826086957]
[['other vegetables', 'beef'], 194, '->', ['whole milk'], 2513, 0.4690721649484536]
[['beef'], 516, '->', ['whole milk', 'other vegetables'], 736, 0.17635658914728683]
[['whole milk', 'beef'], 209, '->', ['other vegetables'], 1903, 0.4354066985645933]
[['beef'], 516, '->', ['whole milk', 'other vegetables'], 736, 0.17635658914728683]
[['whole milk', 'other vegetables'], 736, '->', ['beef'], 516, 0.12364130434782608]
[['other vegetables', 'frankfurter'], 162, '->', ['whole milk'], 2513, 0.46296296296296297]
[['frankfurter'], 580, '->', ['whole milk', 'other vegetables'], 736, 0.12931034482758622]
[['whole milk', 'frankfurter'], 202, '->', ['other vegetables'], 1903, 0.3712871287128713]
[['frankfurter'], 580, '->', ['whole milk', 'other vegetables'], 736, 0.12931034482758622]
[['whole milk', 'other vegetables'], 736, '->', ['frankfurter'], 580, 0.10190217391304347]
[['other vegetables', 'soda'], 322, '->', ['whole milk'], 2513, 0.4254658385093168]
[['whole milk', 'soda'], 394, '->', ['other vegetables'], 1903, 0.3477157360406091]
[['whole milk', 'other vegetables'], 736, '->', ['soda'], 1715, 0.18614130434782608]
[['other vegetables', 'chicken'], 176, '->', ['whole milk'], 2513, 0.4715909090909091]
[['chicken'], 422, '->', ['whole milk', 'other vegetables'], 736, 0.1966824644549763]
[['whole milk', 'chicken'], 173, '->', ['other vegetables'], 1903, 0.4797687861271676]
[['chicken'], 422, '->', ['whole milk', 'other vegetables'], 736, 0.1966824644549763]
[['whole milk', 'other vegetables'], 736, '->', ['chicken'], 422, 0.11277173913043478]
[['other vegetables', 'sugar'], 106, '->', ['whole milk'], 2513, 0.5849056603773585]
[['sugar'], 333, '->', ['whole milk', 'other vegetables'], 736, 0.18618618618618618]
[['whole milk', 'sugar'], 148, '->', ['other vegetables'], 1903, 0.4189189189189189]
[['sugar'], 333, '->', ['whole milk', 'other vegetables'], 736, 0.18618618618618618]
[['other vegetables', 'fruit/vegetable juice'], 207, '->', ['whole milk'], 2513, 0.4975845410628019]
[['fruit/vegetable juice'], 711, '->', ['whole milk', 'other vegetables'], 736, 0.14486638537271448]
[['whole milk', 'fruit/vegetable juice'], 262, '->', ['other vegetables'], 1903, 0.3931297709923664]
[['fruit/vegetable juice'], 711, '->', ['whole milk', 'other vegetables'], 736, 0.14486638537271448]
[['whole milk', 'other vegetables'], 736, '->', ['fruit/vegetable juice'], 711, 0.13994565217391305]
[['other vegetables', 'newspapers'], 190, '->', ['whole milk'], 2513, 0.43157894736842106]
[['newspapers'], 785, '->', ['whole milk', 'other vegetables'], 736, 0.10445859872611465]
[['whole milk', 'newspapers'], 269, '->', ['other vegetables'], 1903, 0.3048327137546468]
[['newspapers'], 785, '->', ['whole milk', 'other vegetables'], 736, 0.10445859872611465]
[['whole milk', 'other vegetables'], 736, '->', ['newspapers'], 785, 0.11141304347826086]
[['other vegetables', 'pastry'], 222, '->', ['whole milk'], 2513, 0.46846846846846846]
[['pastry'], 875, '->', ['whole milk', 'other vegetables'], 736, 0.11885714285714286]
[['whole milk', 'pastry'], 327, '->', ['other vegetables'], 1903, 0.3180428134556575]
[['pastry'], 875, '->', ['whole milk', 'other vegetables'], 736, 0.11885714285714286]
[['whole milk', 'other vegetables'], 736, '->', ['pastry'], 875, 0.14130434782608695]
[['other vegetables', 'root vegetables'], 466, '->', ['whole milk'], 2513, 0.4892703862660944]
[['root vegetables'], 1072, '->', ['whole milk', 'other vegetables'], 736, 0.2126865671641791]
[['whole milk', 'root vegetables'], 481, '->', ['other vegetables'], 1903, 0.47401247401247404]
[['root vegetables'], 1072, '->', ['whole milk', 'other vegetables'], 736, 0.2126865671641791]
[['whole milk', 'other vegetables'], 736, '->', ['root vegetables'], 1072, 0.30978260869565216]
[['other vegetables'], 1903, '->', ['whole milk', 'root vegetables'], 481, 0.11981082501313715]
[['other vegetables', 'sausage'], 265, '->', ['whole milk'], 2513, 0.37735849056603776]
[['sausage'], 924, '->', ['whole milk', 'other vegetables'], 736, 0.10822510822510822]
[['whole milk', 'sausage'], 294, '->', ['other vegetables'], 1903, 0.3401360544217687]
[['sausage'], 924, '->', ['whole milk', 'other vegetables'], 736, 0.10822510822510822]
[['whole milk', 'other vegetables'], 736, '->', ['sausage'], 924, 0.1358695652173913]
[['other vegetables', 'brown bread'], 184, '->', ['whole milk'], 2513, 0.5]
[['brown bread'], 638, '->', ['whole milk', 'other vegetables'], 736, 0.14420062695924765]
[['whole milk', 'brown bread'], 248, '->', ['other vegetables'], 1903, 0.3709677419354839]
[['brown bread'], 638, '->', ['whole milk', 'other vegetables'], 736, 0.14420062695924765]
[['whole milk', 'other vegetables'], 736, '->', ['brown bread'], 638, 0.125]
[['other vegetables', 'shopping bags'], 228, '->', ['whole milk'], 2513, 0.32894736842105265]
[['whole milk', 'shopping bags'], 241, '->', ['other vegetables'], 1903, 0.3112033195020747]
[['whole milk', 'other vegetables'], 736, '->', ['shopping bags'], 969, 0.10190217391304347]
[['other vegetables', 'hamburger meat'], 136, '->', ['whole milk'], 2513, 0.45588235294117646]
[['hamburger meat'], 327, '->', ['whole milk', 'other vegetables'], 736, 0.18960244648318042]
[['whole milk', 'hamburger meat'], 145, '->', ['other vegetables'], 1903, 0.42758620689655175]
[['hamburger meat'], 327, '->', ['whole milk', 'other vegetables'], 736, 0.18960244648318042]
[['other vegetables', 'napkins'], 142, '->', ['whole milk'], 2513, 0.47183098591549294]
[['napkins'], 515, '->', ['whole milk', 'other vegetables'], 736, 0.13009708737864079]
[['whole milk', 'napkins'], 194, '->', ['other vegetables'], 1903, 0.34536082474226804]
[['napkins'], 515, '->', ['whole milk', 'other vegetables'], 736, 0.13009708737864079]
[['other vegetables', 'pork'], 213, '->', ['whole milk'], 2513, 0.4694835680751174]
[['pork'], 567, '->', ['whole milk', 'other vegetables'], 736, 0.1763668430335097]
[['whole milk', 'pork'], 218, '->', ['other vegetables'], 1903, 0.45871559633027525]
[['pork'], 567, '->', ['whole milk', 'other vegetables'], 736, 0.1763668430335097]
[['whole milk', 'other vegetables'], 736, '->', ['pork'], 567, 0.1358695652173913]
[['other vegetables', 'whipped/sour cream'], 284, '->', ['whole milk'], 2513, 0.5070422535211268]
[['whipped/sour cream'], 705, '->', ['whole milk', 'other vegetables'], 736, 0.20425531914893616]
[['whole milk', 'whipped/sour cream'], 317, '->', ['other vegetables'], 1903, 0.45425867507886436]
[['whipped/sour cream'], 705, '->', ['whole milk', 'other vegetables'], 736, 0.20425531914893616]
[['whole milk', 'other vegetables'], 736, '->', ['whipped/sour cream'], 705, 0.1956521739130435]
[['other vegetables', 'domestic eggs'], 219, '->', ['whole milk'], 2513, 0.5525114155251142]
[['domestic eggs'], 624, '->', ['whole milk', 'other vegetables'], 736, 0.19391025641025642]
[['whole milk', 'domestic eggs'], 295, '->', ['other vegetables'], 1903, 0.4101694915254237]
[['domestic eggs'], 624, '->', ['whole milk', 'other vegetables'], 736, 0.19391025641025642]
[['whole milk', 'other vegetables'], 736, '->', ['domestic eggs'], 624, 0.1644021739130435]
[['other vegetables', 'frozen vegetables'], 175, '->', ['whole milk'], 2513, 0.5428571428571428]
[['frozen vegetables'], 473, '->', ['whole milk', 'other vegetables'], 736, 0.20084566596194503]
[['whole milk', 'frozen vegetables'], 201, '->', ['other vegetables'], 1903, 0.472636815920398]
[['frozen vegetables'], 473, '->', ['whole milk', 'other vegetables'], 736, 0.20084566596194503]
[['whole milk', 'other vegetables'], 736, '->', ['frozen vegetables'], 473, 0.12907608695652173]
[['other vegetables', 'onions'], 140, '->', ['whole milk'], 2513, 0.4642857142857143]
[['onions'], 305, '->', ['whole milk', 'other vegetables'], 736, 0.21311475409836064]
[['whole milk', 'onions'], 119, '->', ['other vegetables'], 1903, 0.5462184873949579]
[['onions'], 305, '->', ['whole milk', 'other vegetables'], 736, 0.21311475409836064]
[['butter', 'rolls/buns'], 132, '->', ['whole milk'], 2513, 0.49242424242424243]
[['whole milk', 'rolls/buns'], 557, '->', ['butter'], 545, 0.11669658886894076]
[['whole milk', 'butter'], 271, '->', ['rolls/buns'], 1809, 0.23985239852398524]
[['butter'], 545, '->', ['whole milk', 'rolls/buns'], 557, 0.11926605504587157]
[['butter', 'root vegetables'], 127, '->', ['whole milk'], 2513, 0.6377952755905512]
[['whole milk', 'root vegetables'], 481, '->', ['butter'], 545, 0.1683991683991684]
[['whole milk', 'butter'], 271, '->', ['root vegetables'], 1072, 0.2988929889298893]
[['butter'], 545, '->', ['whole milk', 'root vegetables'], 481, 0.14862385321100918]
[['butter', 'whipped/sour cream'], 100, '->', ['whole milk'], 2513, 0.66]
[['whole milk', 'whipped/sour cream'], 317, '->', ['butter'], 545, 0.2082018927444795]
[['whole milk', 'butter'], 271, '->', ['whipped/sour cream'], 705, 0.24354243542435425]
[['butter'], 545, '->', ['whole milk', 'whipped/sour cream'], 317, 0.12110091743119267]
[['rolls/buns', 'bottled water'], 238, '->', ['whole milk'], 2513, 0.36134453781512604]
[['whole milk', 'bottled water'], 338, '->', ['rolls/buns'], 1809, 0.25443786982248523]
[['whole milk', 'rolls/buns'], 557, '->', ['bottled water'], 1087, 0.15439856373429084]
