[['citrus fruit'], 814]
[['other vegetables', 'soda', 'meat'], 20]
[['other vegetables', 'chicken', 'sugar'], 12]
[['other vegetables', 'chicken', 'fruit/vegetable juice'], 19]
[['other vegetables', 'chicken', 'newspapers'], 18]
[['other vegetables', 'chicken', 'butter milk'], 11]
[['other vegetables', 'chicken', 'pastry'], 26]
[['other vegetables', 'chicken', 'root vegetables'], 56]
[['other vegetables', 'chicken', 'candy'], 11]
[['other vegetables', 'chicken', 'canned beer'], 17]
[['other vegetables', 'chicken', 'sausage'], 31]
[['other vegetables', 'chicken', 'brown bread'], 17]
[['other vegetables', 'chicken', 'shopping bags'], 22]
[['other vegetables', 'chicken', 'hamburger meat'], 24]
[['other vegetables', 'chicken', 'napkins'], 17]
[['other vegetables', 'chicken', 'pork'], 27]
[['other vegetables', 'chicken', 'berries'], 11]
[['other vegetables', 'chicken', 'whipped/sour cream'], 38]
[['other vegetables', 'chicken', 'dessert'], 15]
[['other vegetables', 'chicken', 'domestic eggs'], 33]
[['other vegetables', 'chicken', 'pickled vegetables'], 11]
[['other vegetables', 'chicken', 'oil'], 15]
[['other vegetables', 'chicken', 'frozen vegetables'], 35]
[['other vegetables', 'chicken', 'onions'], 17]
[['other vegetables', 'chicken', 'herbs'], 12]
[['other vegetables', 'chicken', 'pasta'], 11]
[['other vegetables', 'chicken', 'soft cheese'], 11]
[['other vegetables', 'chicken', 'meat'], 11]
[['other vegetables', 'sugar', 'fruit/vegetable juice'], 20]
[['other vegetables', 'sugar', 'pastry'], 18]
[['other vegetables', 'sugar', 'root vegetables'], 34]
[['other vegetables', 'sugar', 'salty snack'], 11]
[['other vegetables', 'sugar', 'sausage'], 12]
[['other vegetables', 'sugar', 'shopping bags'], 11]
[['other vegetables', 'sugar', 'napkins'], 14]
[['other vegetables', 'sugar', 'pork'], 22]
[['other vegetables', 'sugar', 'whipped/sour cream'], 26]
[['other vegetables', 'sugar', 'domestic eggs'], 23]
[['other vegetables', 'sugar', 'baking powder'], 15]
[['other vegetables', 'sugar', 'frozen vegetables'], 20]
[['other vegetables', 'fruit/vegetable juice', 'newspapers'], 21]
[['other vegetables', 'fruit/vegetable juice', 'butter milk'], 23]
[['other vegetables', 'fruit/vegetable juice', 'pastry'], 28]
[['other vegetables', 'fruit/vegetable juice', 'root vegetables'], 65]
[['other vegetables', 'fruit/vegetable juice', 'salty snack'], 22]
[['other vegetables', 'fruit/vegetable juice', 'candy'], 11]
[['other vegetables', 'fruit/vegetable juice', 'canned beer'], 12]
[['other vegetables', 'fruit/vegetable juice', 'sausage'], 34]
[['other vegetables', 'fruit/vegetable juice', 'brown bread'], 34]
[['other vegetables', 'fruit/vegetable juice', 'shopping bags'], 28]
[['other vegetables', 'fruit/vegetable juice', 'hamburger meat'], 15]
[['other vegetables', 'fruit/vegetable juice', 'hygiene articles'], 12]
[['other vegetables', 'fruit/vegetable juice', 'napkins'], 22]
[['other vegetables', 'fruit/vegetable juice', 'pork'], 25]
[['other vegetables', 'fruit/vegetable juice', 'berries'], 12]
[['other vegetables', 'fruit/vegetable juice', 'whipped/sour cream'], 42]
[['other vegetables', 'fruit/vegetable juice', 'grapes'], 14]
[['other vegetables', 'fruit/vegetable juice', 'dessert'], 26]
[['other vegetables', 'fruit/vegetable juice', 'domestic eggs'], 34]
[['other vegetables', 'fruit/vegetable juice', 'misc. beverages'], 15]
[['other vegetables', 'fruit/vegetable juice', 'hard cheese'], 20]
[['other vegetables', 'fruit/vegetable juice', 'cat food'], 12]
[['other vegetables', 'fruit/vegetable juice', 'ham'], 14]
[['other vegetables', 'fruit/vegetable juice', 'oil'], 21]
[['other vegetables', 'fruit/vegetable juice', 'ice cream'], 11]
[['other vegetables', 'fruit/vegetable juice', 'frozen vegetables'], 37]
[['other vegetables', 'fruit/vegetable juice', 'frozen meals'], 17]
[['other vegetables', 'fruit/vegetable juice', 'onions'], 18]
[['other vegetables', 'fruit/vegetable juice', 'herbs'], 12]
[['other vegetables', 'fruit/vegetable juice', 'sliced cheese'], 18]
[['other vegetables', 'fruit/vegetable juice', 'soft cheese'], 16]
[['other vegetables', 'newspapers', 'pastry'], 24]
[['other vegetables', 'newspapers', 'root vegetables'], 59]
[['other vegetables', 'newspapers', 'salty snack'], 11]
[['other vegetables', 'newspapers', 'sausage'], 33]
[['other vegetables', 'newspapers', 'brown bread'], 23]
[['other vegetables', 'newspapers', 'shopping bags'], 23]
[['other vegetables', 'newspapers', 'hamburger meat'], 13]
[['other vegetables', 'newspapers', 'hygiene articles'], 11]
[['other vegetables', 'newspapers', 'napkins'], 20]
[['other vegetables', 'newspapers', 'pork'], 26]
[['other vegetables', 'newspapers', 'berries'], 13]
[['other vegetables', 'newspapers', 'whipped/sour cream'], 32]
[['other vegetables', 'newspapers', 'dessert'], 13]
[['other vegetables', 'newspapers', 'domestic eggs'], 24]
[['other vegetables', 'newspapers', 'hard cheese'], 12]
[['other vegetables', 'newspapers', 'oil'], 12]
[['other vegetables', 'newspapers', 'ice cream'], 18]
[['other vegetables', 'newspapers', 'frozen vegetables'], 14]
[['other vegetables', 'newspapers', 'onions'], 16]
[['other vegetables', 'newspapers', 'sliced cheese'], 18]
[['other vegetables', 'newspapers', 'meat'], 14]
[['other vegetables', 'specialty bar', 'pastry'], 16]
[['other vegetables', 'specialty bar', 'waffles'], 11]
[['other vegetables', 'specialty bar', 'pork'], 12]
[['other vegetables', 'specialty bar', 'domestic eggs'], 11]
[['other vegetables', 'butter milk', 'pastry'], 15]
[['other vegetables', 'butter milk', 'root vegetables'], 28]
[['other vegetables', 'butter milk', 'waffles'], 11]
[['other vegetables', 'butter milk', 'sausage'], 16]
[['other vegetables', 'butter milk', 'brown bread'], 15]
[['other vegetables', 'butter milk', 'pork'], 18]
[['other vegetables', 'butter milk', 'whipped/sour cream'], 23]
[['other vegetables', 'butter milk', 'dessert'], 13]
[['other vegetables', 'butter milk', 'frozen vegetables'], 11]
[['other vegetables', 'butter milk', 'onions'], 13]
[['other vegetables', 'butter milk', 'sliced cheese'], 12]
[['other vegetables', 'pastry', 'detergent'], 12]
[['other vegetables', 'pastry', 'root vegetables'], 58]
[['other vegetables', 'pastry', 'salty snack'], 17]
[['other vegetables', 'pastry', 'waffles'], 20]
[['other vegetables', 'pastry', 'candy'], 15]
[['other vegetables', 'pastry', 'sausage'], 39]
[['other vegetables', 'pastry', 'brown bread'], 33]
[['other vegetables', 'pastry', 'shopping bags'], 33]
[['other vegetables', 'pastry', 'hamburger meat'], 20]
[['other vegetables', 'pastry', 'hygiene articles'], 14]
[['other vegetables', 'pastry', 'napkins'], 28]
[['other vegetables', 'pastry', 'pork'], 28]
[['other vegetables', 'pastry', 'berries'], 19]
[['other vegetables', 'pastry', 'whipped/sour cream'], 41]
[['other vegetables', 'pastry', 'grapes'], 20]
[['other vegetables', 'pastry', 'dessert'], 19]
[['other vegetables', 'pastry', 'domestic eggs'], 40]
[['other vegetables', 'pastry', 'hard cheese'], 14]
[['other vegetables', 'pastry', 'cat food'], 11]
[['other vegetables', 'pastry', 'ham'], 11]
[['other vegetables', 'pastry', 'baking powder'], 11]
[['other vegetables', 'pastry', 'oil'], 11]
[['other vegetables', 'pastry', 'frozen vegetables'], 23]
[['other vegetables', 'pastry', 'specialty chocolate'], 13]
[['other vegetables', 'pastry', 'onions'], 14]
[['other vegetables', 'pastry', 'sliced cheese'], 19]
[['other vegetables', 'pastry', 'soft cheese'], 14]
[['other vegetables', 'processed cheese', 'root vegetables'], 21]
[['other vegetables', 'processed cheese', 'whipped/sour cream'], 14]
[['other vegetables', 'processed cheese', 'ham'], 11]
[['other vegetables', 'detergent', 'root vegetables'], 20]
[['other vegetables', 'detergent', 'sausage'], 12]
[['other vegetables', 'detergent', 'whipped/sour cream'], 12]
[['other vegetables', 'detergent', 'oil'], 11]
[['other vegetables', 'detergent', 'frozen vegetables'], 14]
[['other vegetables', 'root vegetables', 'frozen dessert'], 16]
[['other vegetables', 'root vegetables', 'salty snack'], 28]
[['other vegetables', 'root vegetables', 'waffles'], 32]
[['other vegetables', 'root vegetables', 'candy'], 22]
[['other vegetables', 'root vegetables', 'canned beer'], 20]
[['other vegetables', 'root vegetables', 'sausage'], 67]
[['other vegetables', 'root vegetables', 'brown bread'], 40]
[['other vegetables', 'root vegetables', 'shopping bags'], 65]
[['other vegetables', 'root vegetables', 'beverages'], 16]
[['other vegetables', 'root vegetables', 'hamburger meat'], 36]
[['other vegetables', 'root vegetables', 'hygiene articles'], 25]
[['other vegetables', 'root vegetables', 'napkins'], 45]
[['other vegetables', 'root vegetables', 'pork'], 69]
[['other vegetables', 'root vegetables', 'berries'], 30]
[['other vegetables', 'root vegetables', 'whipped/sour cream'], 84]
[['other vegetables', 'root vegetables', 'grapes'], 27]
[['other vegetables', 'root vegetables', 'dessert'], 34]
[['other vegetables', 'root vegetables', 'domestic eggs'], 72]
[['other vegetables', 'root vegetables', 'misc. beverages'], 14]
[['other vegetables', 'root vegetables', 'hard cheese'], 34]
[['other vegetables', 'root vegetables', 'cat food'], 28]
[['other vegetables', 'root vegetables', 'ham'], 21]
[['other vegetables', 'root vegetables', 'turkey'], 19]
[['other vegetables', 'root vegetables', 'baking powder'], 25]
[['other vegetables', 'root vegetables', 'pickled vegetables'], 21]
[['other vegetables', 'root vegetables', 'oil'], 38]
[['other vegetables', 'root vegetables', 'chewing gum'], 11]
[['other vegetables', 'root vegetables', 'ice cream'], 18]
[['other vegetables', 'root vegetables', 'frozen vegetables'], 60]
[['other vegetables', 'root vegetables', 'canned fish'], 15]
[['other vegetables', 'root vegetables', 'red/blush wine'], 14]
[['other vegetables', 'root vegetables', 'specialty chocolate'], 15]
[['other vegetables', 'root vegetables', 'flower (seeds)'], 11]
[['other vegetables', 'root vegetables', 'salt'], 13]
[['other vegetables', 'root vegetables', 'frozen meals'], 25]
[['other vegetables', 'root vegetables', 'canned vegetables'], 18]
[['other vegetables', 'root vegetables', 'onions'], 56]
[['other vegetables', 'root vegetables', 'herbs'], 38]
[['other vegetables', 'root vegetables', 'sliced cheese'], 37]
[['other vegetables', 'root vegetables', 'pasta'], 18]
[['other vegetables', 'root vegetables', 'soft cheese'], 24]
[['other vegetables', 'root vegetables', 'specialty cheese'], 14]
[['other vegetables', 'root vegetables', 'frozen fish'], 14]
[['other vegetables', 'root vegetables', 'meat'], 27]
[['other vegetables', 'root vegetables', 'mustard'], 15]
[['other vegetables', 'root vegetables', 'soups'], 12]
[['other vegetables', 'root vegetables', 'roll products'], 14]
[['other vegetables', 'root vegetables', 'mayonnaise'], 16]
[['other vegetables', 'salty snack', 'waffles'], 16]
[['other vegetables', 'salty snack', 'sausage'], 17]
[['other vegetables', 'salty snack', 'brown bread'], 11]
[['other vegetables', 'salty snack', 'shopping bags'], 20]
[['other vegetables', 'salty snack', 'napkins'], 15]
[['other vegetables', 'salty snack', 'pork'], 13]
[['other vegetables', 'salty snack', 'berries'], 11]
[['other vegetables', 'salty snack', 'whipped/sour cream'], 27]
[['other vegetables', 'salty snack', 'dessert'], 12]
[['other vegetables', 'salty snack', 'domestic eggs'], 13]
[['other vegetables', 'salty snack', 'frozen vegetables'], 14]
[['other vegetables', 'salty snack', 'frozen meals'], 11]
[['other vegetables', 'waffles', 'candy'], 17]
[['other vegetables', 'waffles', 'sausage'], 17]
[['other vegetables', 'waffles', 'shopping bags'], 14]
[['other vegetables', 'waffles', 'pork'], 21]
[['other vegetables', 'waffles', 'whipped/sour cream'], 23]
[['other vegetables', 'waffles', 'dessert'], 13]
[['other vegetables', 'waffles', 'domestic eggs'], 12]
[['other vegetables', 'waffles', 'frozen vegetables'], 11]
[['other vegetables', 'waffles', 'onions'], 12]
[['other vegetables', 'candy', 'sausage'], 19]
[['other vegetables', 'candy', 'domestic eggs'], 12]
[['other vegetables', 'candy', 'hard cheese'], 11]
[['other vegetables', 'canned beer', 'sausage'], 14]
[['other vegetables', 'canned beer', 'brown bread'], 15]
[['other vegetables', 'canned beer', 'shopping bags'], 20]
[['other vegetables', 'canned beer', 'domestic eggs'], 16]
[['other vegetables', 'sausage', 'brown bread'], 44]
[['other vegetables', 'sausage', 'shopping bags'], 53]
[['other vegetables', 'sausage', 'hamburger meat'], 21]
[['other vegetables', 'sausage', 'hygiene articles'], 15]
[['other vegetables', 'sausage', 'napkins'], 22]
[['other vegetables', 'sausage', 'pork'], 29]
[['other vegetables', 'sausage', 'berries'], 19]
[['other vegetables', 'sausage', 'whipped/sour cream'], 48]
[['other vegetables', 'sausage', 'grapes'], 18]
[['other vegetables', 'sausage', 'dessert'], 32]
[['other vegetables', 'sausage', 'domestic eggs'], 37]
[['other vegetables', 'sausage', 'hard cheese'], 29]
[['other vegetables', 'sausage', 'cat food'], 14]
[['other vegetables', 'sausage', 'ham'], 20]
[['other vegetables', 'sausage', 'baking powder'], 15]
[['other vegetables', 'sausage', 'oil'], 19]
[['other vegetables', 'sausage', 'frozen vegetables'], 28]
[['other vegetables', 'sausage', 'frozen meals'], 16]
[['other vegetables', 'sausage', 'onions'], 19]
[['other vegetables', 'sausage', 'sliced cheese'], 24]
[['other vegetables', 'sausage', 'soft cheese'], 18]
[['other vegetables', 'sausage', 'meat'], 23]
[['other vegetables', 'sausage', 'roll products'], 12]
[['other vegetables', 'brown bread', 'shopping bags'], 30]
[['other vegetables', 'brown bread', 'hamburger meat'], 15]
[['other vegetables', 'brown bread', 'hygiene articles'], 13]
[['other vegetables', 'brown bread', 'napkins'], 15]
[['other vegetables', 'brown bread', 'pork'], 21]
[['other vegetables', 'brown bread', 'berries'], 13]
[['other vegetables', 'brown bread', 'whipped/sour cream'], 30]
[['other vegetables', 'brown bread', 'grapes'], 13]
[['other vegetables', 'brown bread', 'dessert'], 17]
[['other vegetables', 'brown bread', 'domestic eggs'], 25]
[['other vegetables', 'brown bread', 'cat food'], 12]
[['other vegetables', 'brown bread', 'ham'], 14]
[['other vegetables', 'brown bread', 'oil'], 12]
[['other vegetables', 'brown bread', 'frozen vegetables'], 17]
[['other vegetables', 'brown bread', 'frozen meals'], 11]
[['other vegetables', 'brown bread', 'onions'], 15]
[['other vegetables', 'brown bread', 'herbs'], 11]
[['other vegetables', 'brown bread', 'sliced cheese'], 11]
[['other vegetables', 'brown bread', 'meat'], 15]
[['other vegetables', 'shopping bags', 'napkins'], 15]
[['other vegetables', 'shopping bags', 'pork'], 26]
[['other vegetables', 'shopping bags', 'berries'], 16]
[['other vegetables', 'shopping bags', 'whipped/sour cream'], 36]
[['other vegetables', 'shopping bags', 'dessert'], 18]
[['other vegetables', 'shopping bags', 'domestic eggs'], 34]
[['other vegetables', 'shopping bags', 'hard cheese'], 12]
[['other vegetables', 'shopping bags', 'cat food'], 15]
[['other vegetables', 'shopping bags', 'ham'], 11]
[['other vegetables', 'shopping bags', 'oil'], 11]
[['other vegetables', 'shopping bags', 'frozen vegetables'], 17]
[['other vegetables', 'shopping bags', 'canned fish'], 14]
[['other vegetables', 'shopping bags', 'specialty chocolate'], 14]
[['other vegetables', 'shopping bags', 'onions'], 21]
[['other vegetables', 'shopping bags', 'herbs'], 19]
[['other vegetables', 'shopping bags', 'sliced cheese'], 15]
[['other vegetables', 'shopping bags', 'soft cheese'], 12]
[['other vegetables', 'shopping bags', 'meat'], 16]
[['other vegetables', 'beverages', 'whipped/sour cream'], 11]
[['other vegetables', 'hamburger meat', 'napkins'], 14]
[['other vegetables', 'hamburger meat', 'pork'], 20]
[['other vegetables', 'hamburger meat', 'whipped/sour cream'], 24]
[['other vegetables', 'hamburger meat', 'dessert'], 14]
[['other vegetables', 'hamburger meat', 'domestic eggs'], 23]
[['other vegetables', 'hamburger meat', 'frozen vegetables'], 13]
[['other vegetables', 'hamburger meat', 'onions'], 15]
[['other vegetables', 'hygiene articles', 'napkins'], 20]
[['other vegetables', 'hygiene articles', 'pork'], 13]
[['other vegetables', 'hygiene articles', 'whipped/sour cream'], 23]
[['other vegetables', 'hygiene articles', 'domestic eggs'], 15]
[['other vegetables', 'hygiene articles', 'frozen vegetables'], 13]
[['other vegetables', 'napkins', 'pork'], 19]
[['other vegetables', 'napkins', 'whipped/sour cream'], 33]
[['other vegetables', 'napkins', 'grapes'], 13]
[['other vegetables', 'napkins', 'dessert'], 14]
[['other vegetables', 'napkins', 'domestic eggs'], 22]
[['other vegetables', 'napkins', 'hard cheese'], 12]
[['other vegetables', 'napkins', 'cat food'], 12]
[['other vegetables', 'napkins', 'frozen vegetables'], 16]
[['other vegetables', 'napkins', 'onions'], 18]
[['other vegetables', 'napkins', 'sliced cheese'], 16]
[['other vegetables', 'pork', 'berries'], 11]
[['other vegetables', 'pork', 'whipped/sour cream'], 40]
[['other vegetables', 'pork', 'grapes'], 16]
[['other vegetables', 'pork', 'dessert'], 16]
[['other vegetables', 'pork', 'domestic eggs'], 30]
[['other vegetables', 'pork', 'cat food'], 13]
[['other vegetables', 'pork', 'baking powder'], 11]
[['other vegetables', 'pork', 'oil'], 12]
[['other vegetables', 'pork', 'frozen vegetables'], 23]
[['other vegetables', 'pork', 'onions'], 20]
[['other vegetables', 'pork', 'herbs'], 11]
[['other vegetables', 'pork', 'sliced cheese'], 13]
[['other vegetables', 'pork', 'meat'], 15]
[['other vegetables', 'berries', 'whipped/sour cream'], 22]
[['other vegetables', 'berries', 'grapes'], 13]
[['other vegetables', 'berries', 'dessert'], 11]
[['other vegetables', 'berries', 'domestic eggs'], 14]
[['other vegetables', 'whipped/sour cream', 'grapes'], 16]
[['other vegetables', 'whipped/sour cream', 'dessert'], 28]
[['other vegetables', 'whipped/sour cream', 'domestic eggs'], 50]
[['other vegetables', 'whipped/sour cream', 'hard cheese'], 27]
[['other vegetables', 'whipped/sour cream', 'cat food'], 19]
[['other vegetables', 'whipped/sour cream', 'ham'], 21]
[['other vegetables', 'whipped/sour cream', 'baking powder'], 24]
[['other vegetables', 'whipped/sour cream', 'oil'], 21]
[['other vegetables', 'whipped/sour cream', 'ice cream'], 16]
[['other vegetables', 'whipped/sour cream', 'frozen vegetables'], 39]
[['other vegetables', 'whipped/sour cream', 'specialty chocolate'], 13]
[['other vegetables', 'whipped/sour cream', 'frozen meals'], 19]
[['other vegetables', 'whipped/sour cream', 'onions'], 31]
[['other vegetables', 'whipped/sour cream', 'herbs'], 20]
[['other vegetables', 'whipped/sour cream', 'sliced cheese'], 21]
[['other vegetables', 'whipped/sour cream', 'soft cheese'], 22]
[['other vegetables', 'whipped/sour cream', 'meat'], 16]
[['other vegetables', 'grapes', 'domestic eggs'], 12]
[['other vegetables', 'grapes', 'frozen vegetables'], 13]
[['other vegetables', 'grapes', 'onions'], 11]
[['other vegetables', 'dessert', 'domestic eggs'], 16]
[['other vegetables', 'dessert', 'ham'], 11]
[['other vegetables', 'dessert', 'oil'], 11]
[['other vegetables', 'dessert', 'frozen vegetables'], 14]
[['other vegetables', 'dessert', 'sliced cheese'], 11]
[['other vegetables', 'domestic eggs', 'hard cheese'], 19]
[['other vegetables', 'domestic eggs', 'ham'], 20]
[['other vegetables', 'domestic eggs', 'baking powder'], 12]
[['other vegetables', 'domestic eggs', 'oil'], 16]
[['other vegetables', 'domestic eggs', 'frozen vegetables'], 20]
[['other vegetables', 'domestic eggs', 'frozen meals'], 12]
[['other vegetables', 'domestic eggs', 'onions'], 25]
[['other vegetables', 'domestic eggs', 'herbs'], 12]
[['other vegetables', 'domestic eggs', 'sliced cheese'], 14]
[['other vegetables', 'domestic eggs', 'soft cheese'], 20]
[['other vegetables', 'domestic eggs', 'meat'], 15]
[['other vegetables', 'hard cheese', 'oil'], 11]
[['other vegetables', 'hard cheese', 'frozen vegetables'], 14]
[['other vegetables', 'hard cheese', 'onions'], 12]
[['other vegetables', 'hard cheese', 'sliced cheese'], 12]
[['other vegetables', 'hard cheese', 'soft cheese'], 11]
[['other vegetables', 'ham', 'frozen vegetables'], 15]
[['other vegetables', 'ham', 'sliced cheese'], 12]
[['other vegetables', 'ham', 'soft cheese'], 11]
[['other vegetables', 'baking powder', 'frozen vegetables'], 13]
[['other vegetables', 'pickled vegetables', 'frozen vegetables'], 11]
[['other vegetables', 'oil', 'frozen vegetables'], 13]
[['other vegetables', 'frozen vegetables', 'canned fish'], 11]
[['other vegetables', 'frozen vegetables', 'frozen meals'], 11]
[['other vegetables', 'frozen vegetables', 'onions'], 21]
[['other vegetables', 'frozen vegetables', 'sliced cheese'], 11]
[['other vegetables', 'frozen vegetables', 'soft cheese'], 16]
[['other vegetables', 'frozen vegetables', 'meat'], 11]
[['other vegetables', 'onions', 'sliced cheese'], 15]
[['other vegetables', 'onions', 'soft cheese'], 13]
[['other vegetables', 'sliced cheese', 'meat'], 11]
[['long life bakery product', 'butter', 'rolls/buns'], 14]
[['long life bakery product', 'butter', 'fruit/vegetable juice'], 11]
[['long life bakery product', 'butter', 'root vegetables'], 18]
[['long life bakery product', 'butter', 'sausage'], 11]
[['long life bakery product', 'butter', 'whipped/sour cream'], 15]
[['long life bakery product', 'rolls/buns', 'white bread'], 12]
[['long life bakery product', 'rolls/buns', 'chocolate'], 13]
[['long life bakery product', 'rolls/buns', 'soda'], 23]
[['long life bakery product', 'rolls/buns', 'fruit/vegetable juice'], 14]
[['long life bakery product', 'rolls/buns', 'root vegetables'], 14]
[['long life bakery product', 'rolls/buns', 'sausage'], 12]
[['long life bakery product', 'rolls/buns', 'napkins'], 12]
[['long life bakery product', 'rolls/buns', 'whipped/sour cream'], 16]
[['long life bakery product', 'rolls/buns', 'domestic eggs'], 15]
[['long life bakery product', 'white bread', 'soda'], 12]
[['long life bakery product', 'white bread', 'fruit/vegetable juice'], 12]
[['long life bakery product', 'bottled water', 'fruit/vegetable juice'], 13]
[['long life bakery product', 'bottled water', 'whipped/sour cream'], 11]
[['long life bakery product', 'chocolate', 'soda'], 14]
[['long life bakery product', 'chocolate', 'fruit/vegetable juice'], 11]
[['long life bakery product', 'chocolate', 'pastry'], 11]
[['long life bakery product', 'chocolate', 'napkins'], 11]
[['long life bakery product', 'curd', 'whipped/sour cream'], 12]
[['long life bakery product', 'frankfurter', 'soda'], 11]
[['long life bakery product', 'soda', 'fruit/vegetable juice'], 15]
[['long life bakery product', 'soda', 'pastry'], 21]
[['long life bakery product', 'soda', 'salty snack'], 13]
[['long life bakery product', 'soda', 'waffles'], 11]
[['long life bakery product', 'soda', 'sausage'], 13]
[['long life bakery product', 'soda', 'brown bread'], 14]
[['long life bakery product', 'soda', 'shopping bags'], 15]
[['long life bakery product', 'soda', 'napkins'], 18]
[['long life bakery product', 'soda', 'whipped/sour cream'], 13]
[['long life bakery product', 'soda', 'dessert'], 14]
[['long life bakery product', 'fruit/vegetable juice', 'pastry'], 11]
[['long life bakery product', 'fruit/vegetable juice', 'root vegetables'], 13]
[['long life bakery product', 'fruit/vegetable juice', 'sausage'], 13]
[['long life bakery product', 'fruit/vegetable juice', 'brown bread'], 11]
[['long life bakery product', 'fruit/vegetable juice', 'frozen vegetables'], 11]
[['long life bakery product', 'pastry', 'waffles'], 13]
[['long life bakery product', 'pastry', 'shopping bags'], 12]
[['long life bakery product', 'pastry', 'napkins'], 15]
[['long life bakery product', 'root vegetables', 'sausage'], 12]
[['long life bakery product', 'root vegetables', 'whipped/sour cream'], 14]
[['long life bakery product', 'root vegetables', 'domestic eggs'], 12]
[['long life bakery product', 'salty snack', 'sausage'], 11]
[['long life bakery product', 'waffles', 'sausage'], 11]
[['long life bakery product', 'waffles', 'shopping bags'], 11]
[['long life bakery product', 'sausage', 'whipped/sour cream'], 12]
[['long life bakery product', 'napkins', 'whipped/sour cream'], 11]
[['long life bakery product', 'napkins', 'domestic eggs'], 11]
[['long life bakery product', 'whipped/sour cream', 'frozen vegetables'], 14]
[['butter', 'rolls/buns', 'bottled beer'], 18]
[['butter', 'rolls/buns', 'bottled water'], 19]
[['butter', 'rolls/buns', 'chocolate'], 14]
[['butter', 'rolls/buns', 'curd'], 17]
[['butter', 'rolls/buns', 'beef'], 22]
[['butter', 'rolls/buns', 'frankfurter'], 18]
[['butter', 'rolls/buns', 'soda'], 25]
[['butter', 'rolls/buns', 'chicken'], 13]
[['butter', 'rolls/buns', 'fruit/vegetable juice'], 17]
[['butter', 'rolls/buns', 'newspapers'], 17]
[['butter', 'rolls/buns', 'pastry'], 22]
[['butter', 'rolls/buns', 'root vegetables'], 38]
[['butter', 'rolls/buns', 'waffles'], 11]
[['butter', 'rolls/buns', 'sausage'], 23]
[['butter', 'rolls/buns', 'brown bread'], 16]
[['butter', 'rolls/buns', 'hamburger meat'], 12]
[['butter', 'rolls/buns', 'hygiene articles'], 12]
[['butter', 'rolls/buns', 'napkins'], 11]
[['butter', 'rolls/buns', 'pork'], 18]
[['butter', 'rolls/buns', 'whipped/sour cream'], 27]
[['butter', 'rolls/buns', 'domestic eggs'], 25]
[['butter', 'rolls/buns', 'frozen vegetables'], 18]
[['butter', 'rolls/buns', 'onions'], 12]
[['butter', 'rolls/buns', 'sliced cheese'], 14]
[['butter', 'rolls/buns', 'meat'], 11]
[['butter', 'bottled beer', 'bottled water'], 18]
[['butter', 'bottled beer', 'root vegetables'], 17]
[['butter', 'bottled beer', 'domestic eggs'], 13]
[['butter', 'white bread', 'chocolate'], 12]
[['butter', 'white bread', 'fruit/vegetable juice'], 13]
[['butter', 'white bread', 'root vegetables'], 12]
[['butter', 'white bread', 'whipped/sour cream'], 13]
[['butter', 'bottled water', 'chocolate'], 11]
[['butter', 'bottled water', 'beef'], 12]
[['butter', 'bottled water', 'soda'], 21]
[['butter', 'bottled water', 'fruit/vegetable juice'], 16]
[['butter', 'bottled water', 'newspapers'], 11]
[['butter', 'bottled water', 'root vegetables'], 33]
[['butter', 'bottled water', 'hygiene articles'], 14]
[['butter', 'bottled water', 'napkins'], 13]
[['butter', 'bottled water', 'berries'], 11]
[['butter', 'bottled water', 'whipped/sour cream'], 14]
[['butter', 'bottled water', 'domestic eggs'], 19]
[['butter', 'bottled water', 'frozen vegetables'], 11]
[['butter', 'bottled water', 'onions'], 12]
[['butter', 'chocolate', 'curd'], 11]
[['butter', 'chocolate', 'soda'], 18]
[['butter', 'chocolate', 'fruit/vegetable juice'], 20]
[['butter', 'chocolate', 'pastry'], 15]
[['butter', 'chocolate', 'root vegetables'], 19]
[['butter', 'chocolate', 'sausage'], 17]
[['butter', 'chocolate', 'whipped/sour cream'], 12]
[['butter', 'curd', 'beef'], 12]
[['butter', 'curd', 'pastry'], 16]
[['butter', 'curd', 'root vegetables'], 20]
[['butter', 'curd', 'sausage'], 14]
[['butter', 'curd', 'whipped/sour cream'], 21]
[['butter', 'curd', 'domestic eggs'], 12]
[['butter', 'beef', 'chicken'], 11]
[['butter', 'beef', 'pastry'], 15]
[['butter', 'beef', 'root vegetables'], 29]
[['butter', 'beef', 'sausage'], 14]
[['butter', 'beef', 'hamburger meat'], 12]
[['butter', 'beef', 'pork'], 13]
[['butter', 'beef', 'whipped/sour cream'], 13]
[['butter', 'beef', 'domestic eggs'], 15]
[['butter', 'frankfurter', 'pastry'], 11]
[['butter', 'frankfurter', 'root vegetables'], 13]
[['butter', 'frankfurter', 'sausage'], 13]
[['butter', 'frankfurter', 'whipped/sour cream'], 11]
[['butter', 'soda', 'fruit/vegetable juice'], 20]
[['butter', 'soda', 'newspapers'], 16]
[['butter', 'soda', 'pastry'], 20]
[['butter', 'soda', 'root vegetables'], 21]
[['butter', 'soda', 'sausage'], 17]
[['butter', 'soda', 'pork'], 11]
[['butter', 'soda', 'berries'], 11]
[['butter', 'soda', 'whipped/sour cream'], 14]
[['butter', 'soda', 'domestic eggs'], 11]
[['butter', 'soda', 'frozen vegetables'], 12]
[['butter', 'chicken', 'root vegetables'], 21]
[['butter', 'chicken', 'sausage'], 14]
[['butter', 'chicken', 'hamburger meat'], 11]
