[['rice'], 75, '->', ['whole milk'], 2513, 0.6133333333333333]
[['cereals'], 56, '->', ['whole milk'], 2513, 0.6428571428571429]
[['baking powder'], 174, '->', ['whole milk'], 2513, 0.5229885057471264]
[['honey'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['cocoa drinks'], 22, '->', ['whole milk'], 2513, 0.5909090909090909]
[['jam'], 53, '->', ['whole milk'], 2513, 0.5471698113207547]
[['pudding powder'], 23, '->', ['whole milk'], 2513, 0.5652173913043478]
[['cooking chocolate'], 25, '->', ['whole milk'], 2513, 0.52]
[['rice'], 75, '->', ['other vegetables'], 1903, 0.52]
[['specialty cheese'], 84, '->', ['other vegetables'], 1903, 0.5]
[['tidbits'], 23, '->', ['rolls/buns'], 1809, 0.5217391304347826]
[['tropical fruit', 'whipped/sour cream', 'domestic eggs'], 20, '->', ['other vegetables'], 1903, 0.6]
[['tropical fruit', 'whipped/sour cream', 'frozen vegetables'], 23, '->', ['other vegetables'], 1903, 0.6086956521739131]
[['tropical fruit', 'whipped/sour cream', 'onions'], 15, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['other vegetables', 'whipped/sour cream', 'soft cheese'], 22, '->', ['tropical fruit'], 1032, 0.5454545454545454]
[['tropical fruit', 'whipped/sour cream', 'soft cheese'], 13, '->', ['other vegetables'], 1903, 0.9230769230769231]
[['tropical fruit', 'other vegetables', 'soft cheese'], 21, '->', ['whipped/sour cream'], 705, 0.5714285714285714]
[['tropical fruit', 'bottled water', 'domestic eggs'], 22, '->', ['rolls/buns'], 1809, 0.5]
[['tropical fruit', 'rolls/buns', 'beef'], 27, '->', ['root vegetables'], 1072, 0.6296296296296297]
[['fruit/vegetable juice', 'root vegetables', 'brown bread'], 22, '->', ['tropical fruit'], 1032, 0.5]
[['yogurt', 'coffee', 'other vegetables'], 35, '->', ['whole milk'], 2513, 0.6285714285714286]
[['yogurt', 'coffee', 'butter'], 16, '->', ['whole milk'], 2513, 0.75]
[['yogurt', 'coffee', 'rolls/buns'], 23, '->', ['whole milk'], 2513, 0.6956521739130435]
[['yogurt', 'coffee', 'fruit/vegetable juice'], 19, '->', ['whole milk'], 2513, 0.631578947368421]
[['yogurt', 'coffee', 'pastry'], 22, '->', ['whole milk'], 2513, 0.5]
[['yogurt', 'coffee', 'root vegetables'], 21, '->', ['whole milk'], 2513, 0.6190476190476191]
[['yogurt', 'coffee', 'sausage'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['yogurt', 'coffee', 'whipped/sour cream'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['yogurt', 'coffee', 'frozen vegetables'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['yogurt', 'coffee', 'root vegetables'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['yogurt', 'pip fruit', 'cream cheese'], 25, '->', ['whole milk'], 2513, 0.76]
[['yogurt', 'pip fruit', 'other vegetables'], 80, '->', ['whole milk'], 2513, 0.625]
[['yogurt', 'whole milk', 'pip fruit'], 94, '->', ['other vegetables'], 1903, 0.5319148936170213]
[['whole milk', 'pip fruit', 'long life bakery product'], 24, '->', ['yogurt'], 1372, 0.5416666666666666]
[['yogurt', 'pip fruit', 'long life bakery product'], 19, '->', ['whole milk'], 2513, 0.6842105263157895]
[['yogurt', 'pip fruit', 'butter'], 23, '->', ['whole milk'], 2513, 0.7391304347826086]
[['yogurt', 'pip fruit', 'rolls/buns'], 39, '->', ['whole milk'], 2513, 0.5897435897435898]
[['yogurt', 'pip fruit', 'white bread'], 25, '->', ['whole milk'], 2513, 0.6]
[['whole milk', 'pip fruit', 'curd'], 48, '->', ['yogurt'], 1372, 0.5208333333333334]
[['yogurt', 'pip fruit', 'curd'], 38, '->', ['whole milk'], 2513, 0.6578947368421053]
[['yogurt', 'pip fruit', 'beef'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['yogurt', 'pip fruit', 'frankfurter'], 25, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'pip fruit', 'soda'], 38, '->', ['whole milk'], 2513, 0.5263157894736842]
[['yogurt', 'pip fruit', 'fruit/vegetable juice'], 35, '->', ['whole milk'], 2513, 0.6571428571428571]
[['whole milk', 'pip fruit', 'butter milk'], 26, '->', ['yogurt'], 1372, 0.5]
[['yogurt', 'pip fruit', 'butter milk'], 20, '->', ['whole milk'], 2513, 0.65]
[['yogurt', 'pip fruit', 'pastry'], 35, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'pip fruit', 'root vegetables'], 52, '->', ['whole milk'], 2513, 0.6730769230769231]
[['whole milk', 'pip fruit', 'salty snack'], 21, '->', ['yogurt'], 1372, 0.5238095238095238]
[['yogurt', 'pip fruit', 'salty snack'], 13, '->', ['whole milk'], 2513, 0.8461538461538461]
[['yogurt', 'pip fruit', 'sausage'], 39, '->', ['whole milk'], 2513, 0.5641025641025641]
[['yogurt', 'pip fruit', 'brown bread'], 26, '->', ['whole milk'], 2513, 0.6153846153846154]
[['yogurt', 'pip fruit', 'hygiene articles'], 19, '->', ['whole milk'], 2513, 0.7368421052631579]
[['yogurt', 'pip fruit', 'whipped/sour cream'], 36, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'pip fruit', 'dessert'], 21, '->', ['whole milk'], 2513, 0.5238095238095238]
[['yogurt', 'pip fruit', 'domestic eggs'], 26, '->', ['whole milk'], 2513, 0.5]
[['yogurt', 'pip fruit', 'frozen vegetables'], 21, '->', ['whole milk'], 2513, 0.5238095238095238]
[['whole milk', 'pip fruit', 'frozen meals'], 22, '->', ['yogurt'], 1372, 0.6363636363636364]
[['yogurt', 'pip fruit', 'frozen meals'], 20, '->', ['whole milk'], 2513, 0.7]
[['whole milk', 'pip fruit', 'sliced cheese'], 22, '->', ['yogurt'], 1372, 0.6363636363636364]
[['yogurt', 'pip fruit', 'sliced cheese'], 20, '->', ['whole milk'], 2513, 0.7]
[['whole milk', 'cream cheese', 'other vegetables'], 66, '->', ['yogurt'], 1372, 0.5151515151515151]
[['yogurt', 'cream cheese', 'other vegetables'], 52, '->', ['whole milk'], 2513, 0.6538461538461539]
[['yogurt', 'whole milk', 'cream cheese'], 65, '->', ['other vegetables'], 1903, 0.5230769230769231]
[['whole milk', 'cream cheese', 'butter'], 27, '->', ['yogurt'], 1372, 0.5925925925925926]
[['yogurt', 'cream cheese', 'butter'], 21, '->', ['whole milk'], 2513, 0.7619047619047619]
[['whole milk', 'cream cheese', 'rolls/buns'], 36, '->', ['yogurt'], 1372, 0.5277777777777778]
[['whole milk', 'cream cheese', 'curd'], 28, '->', ['yogurt'], 1372, 0.6071428571428571]
[['yogurt', 'cream cheese', 'curd'], 24, '->', ['whole milk'], 2513, 0.7083333333333334]
[['whole milk', 'cream cheese', 'beef'], 21, '->', ['yogurt'], 1372, 0.5714285714285714]
[['yogurt', 'cream cheese', 'beef'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['whole milk', 'cream cheese', 'soda'], 23, '->', ['yogurt'], 1372, 0.5652173913043478]
[['whole milk', 'cream cheese', 'fruit/vegetable juice'], 29, '->', ['yogurt'], 1372, 0.5517241379310345]
[['yogurt', 'cream cheese', 'fruit/vegetable juice'], 24, '->', ['whole milk'], 2513, 0.6666666666666666]
[['whole milk', 'cream cheese', 'butter milk'], 18, '->', ['yogurt'], 1372, 0.6111111111111112]
[['yogurt', 'cream cheese', 'butter milk'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['whole milk', 'cream cheese', 'pastry'], 24, '->', ['yogurt'], 1372, 0.5833333333333334]
[['yogurt', 'cream cheese', 'pastry'], 21, '->', ['whole milk'], 2513, 0.6666666666666666]
[['whole milk', 'cream cheese', 'root vegetables'], 39, '->', ['yogurt'], 1372, 0.5897435897435898]
[['yogurt', 'cream cheese', 'root vegetables'], 37, '->', ['whole milk'], 2513, 0.6216216216216216]
[['yogurt', 'cream cheese', 'sausage'], 21, '->', ['whole milk'], 2513, 0.5714285714285714]
[['yogurt', 'cream cheese', 'brown bread'], 19, '->', ['whole milk'], 2513, 0.5789473684210527]
[['whole milk', 'cream cheese', 'whipped/sour cream'], 39, '->', ['yogurt'], 1372, 0.5897435897435898]
[['yogurt', 'cream cheese', 'whipped/sour cream'], 33, '->', ['whole milk'], 2513, 0.696969696969697]
[['yogurt', 'cream cheese', 'domestic eggs'], 16, '->', ['whole milk'], 2513, 0.8125]
[['yogurt', 'other vegetables', 'long life bakery product'], 36, '->', ['whole milk'], 2513, 0.7222222222222222]
[['yogurt', 'whole milk', 'long life bakery product'], 45, '->', ['other vegetables'], 1903, 0.5777777777777777]
[['yogurt', 'other vegetables', 'butter'], 63, '->', ['whole milk'], 2513, 0.6825396825396826]
[['whole milk', 'other vegetables', 'rice'], 26, '->', ['yogurt'], 1372, 0.5769230769230769]
[['yogurt', 'other vegetables', 'rice'], 19, '->', ['whole milk'], 2513, 0.7894736842105263]
[['yogurt', 'whole milk', 'rice'], 18, '->', ['other vegetables'], 1903, 0.8333333333333334]
[['yogurt', 'other vegetables', 'rolls/buns'], 113, '->', ['whole milk'], 2513, 0.5221238938053098]
[['yogurt', 'other vegetables', 'bottled beer'], 36, '->', ['whole milk'], 2513, 0.7222222222222222]
[['yogurt', 'whole milk', 'bottled beer'], 51, '->', ['other vegetables'], 1903, 0.5098039215686274]
[['yogurt', 'other vegetables', 'white bread'], 39, '->', ['whole milk'], 2513, 0.5384615384615384]
[['yogurt', 'other vegetables', 'curd'], 60, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'other vegetables', 'flour'], 27, '->', ['whole milk'], 2513, 0.5925925925925926]
[['yogurt', 'whole milk', 'flour'], 25, '->', ['other vegetables'], 1903, 0.64]
[['yogurt', 'other vegetables', 'beef'], 51, '->', ['whole milk'], 2513, 0.5882352941176471]
[['yogurt', 'whole milk', 'beef'], 60, '->', ['other vegetables'], 1903, 0.5]
[['yogurt', 'other vegetables', 'frankfurter'], 48, '->', ['whole milk'], 2513, 0.5833333333333334]
[['yogurt', 'other vegetables', 'soda'], 82, '->', ['whole milk'], 2513, 0.524390243902439]
[['yogurt', 'other vegetables', 'chicken'], 48, '->', ['whole milk'], 2513, 0.5208333333333334]
[['yogurt', 'whole milk', 'chicken'], 39, '->', ['other vegetables'], 1903, 0.6410256410256411]
[['yogurt', 'other vegetables', 'sugar'], 28, '->', ['whole milk'], 2513, 0.6071428571428571]
[['yogurt', 'other vegetables', 'fruit/vegetable juice'], 81, '->', ['whole milk'], 2513, 0.6172839506172839]
[['yogurt', 'whole milk', 'fruit/vegetable juice'], 93, '->', ['other vegetables'], 1903, 0.5376344086021505]
[['yogurt', 'other vegetables', 'newspapers'], 55, '->', ['whole milk'], 2513, 0.509090909090909]
[['yogurt', 'other vegetables', 'butter milk'], 41, '->', ['whole milk'], 2513, 0.5365853658536586]
[['yogurt', 'other vegetables', 'pastry'], 65, '->', ['whole milk'], 2513, 0.6153846153846154]
[['yogurt', 'other vegetables', 'detergent'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['yogurt', 'whole milk', 'detergent'], 21, '->', ['other vegetables'], 1903, 0.5238095238095238]
[['yogurt', 'other vegetables', 'root vegetables'], 127, '->', ['whole milk'], 2513, 0.6062992125984252]
[['yogurt', 'whole milk', 'root vegetables'], 143, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['yogurt', 'whole milk', 'salty snack'], 25, '->', ['other vegetables'], 1903, 0.52]
[['yogurt', 'other vegetables', 'waffles'], 31, '->', ['whole milk'], 2513, 0.5161290322580645]
[['yogurt', 'other vegetables', 'candy'], 22, '->', ['whole milk'], 2513, 0.6363636363636364]
[['yogurt', 'whole milk', 'candy'], 26, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['yogurt', 'other vegetables', 'brown bread'], 51, '->', ['whole milk'], 2513, 0.5490196078431373]
[['yogurt', 'other vegetables', 'hamburger meat'], 34, '->', ['whole milk'], 2513, 0.5294117647058824]
[['yogurt', 'other vegetables', 'hygiene articles'], 28, '->', ['whole milk'], 2513, 0.75]
[['yogurt', 'whole milk', 'hygiene articles'], 39, '->', ['other vegetables'], 1903, 0.5384615384615384]
[['yogurt', 'other vegetables', 'napkins'], 39, '->', ['whole milk'], 2513, 0.5384615384615384]
[['yogurt', 'other vegetables', 'pork'], 46, '->', ['whole milk'], 2513, 0.5]
[['yogurt', 'other vegetables', 'whipped/sour cream'], 100, '->', ['whole milk'], 2513, 0.55]
[['yogurt', 'whole milk', 'whipped/sour cream'], 107, '->', ['other vegetables'], 1903, 0.514018691588785]
[['yogurt', 'other vegetables', 'grapes'], 28, '->', ['whole milk'], 2513, 0.6071428571428571]
[['yogurt', 'whole milk', 'grapes'], 23, '->', ['other vegetables'], 1903, 0.7391304347826086]
[['whole milk', 'other vegetables', 'dessert'], 49, '->', ['yogurt'], 1372, 0.5102040816326531]
[['yogurt', 'other vegetables', 'dessert'], 45, '->', ['whole milk'], 2513, 0.5555555555555556]
[['yogurt', 'whole milk', 'dessert'], 47, '->', ['other vegetables'], 1903, 0.5319148936170213]
[['yogurt', 'other vegetables', 'domestic eggs'], 57, '->', ['whole milk'], 2513, 0.5789473684210527]
[['yogurt', 'other vegetables', 'hard cheese'], 28, '->', ['whole milk'], 2513, 0.7142857142857143]
[['yogurt', 'other vegetables', 'ham'], 30, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'whole milk', 'ham'], 39, '->', ['other vegetables'], 1903, 0.5128205128205128]
[['whole milk', 'other vegetables', 'turkey'], 21, '->', ['yogurt'], 1372, 0.5238095238095238]
[['yogurt', 'other vegetables', 'turkey'], 14, '->', ['whole milk'], 2513, 0.7857142857142857]
[['yogurt', 'whole milk', 'turkey'], 15, '->', ['other vegetables'], 1903, 0.7333333333333333]
[['yogurt', 'other vegetables', 'baking powder'], 23, '->', ['whole milk'], 2513, 0.7391304347826086]
[['yogurt', 'whole milk', 'baking powder'], 32, '->', ['other vegetables'], 1903, 0.53125]
[['yogurt', 'other vegetables', 'oil'], 32, '->', ['whole milk'], 2513, 0.6875]
[['yogurt', 'whole milk', 'oil'], 31, '->', ['other vegetables'], 1903, 0.7096774193548387]
[['yogurt', 'other vegetables', 'frozen vegetables'], 52, '->', ['whole milk'], 2513, 0.6730769230769231]
[['yogurt', 'whole milk', 'frozen vegetables'], 60, '->', ['other vegetables'], 1903, 0.5833333333333334]
[['yogurt', 'other vegetables', 'frozen meals'], 20, '->', ['whole milk'], 2513, 0.55]
[['yogurt', 'other vegetables', 'onions'], 38, '->', ['whole milk'], 2513, 0.631578947368421]
[['yogurt', 'whole milk', 'onions'], 38, '->', ['other vegetables'], 1903, 0.631578947368421]
[['yogurt', 'other vegetables', 'herbs'], 20, '->', ['whole milk'], 2513, 0.65]
[['yogurt', 'whole milk', 'herbs'], 21, '->', ['other vegetables'], 1903, 0.6190476190476191]
[['yogurt', 'other vegetables', 'sliced cheese'], 30, '->', ['whole milk'], 2513, 0.6333333333333333]
[['yogurt', 'other vegetables', 'soft cheese'], 28, '->', ['whole milk'], 2513, 0.5714285714285714]
[['whole milk', 'other vegetables', 'specialty cheese'], 22, '->', ['yogurt'], 1372, 0.5909090909090909]
[['yogurt', 'other vegetables', 'specialty cheese'], 16, '->', ['whole milk'], 2513, 0.8125]
[['yogurt', 'whole milk', 'specialty cheese'], 20, '->', ['other vegetables'], 1903, 0.65]
[['yogurt', 'other vegetables', 'frozen fish'], 14, '->', ['whole milk'], 2513, 0.8571428571428571]
[['yogurt', 'whole milk', 'frozen fish'], 22, '->', ['other vegetables'], 1903, 0.5454545454545454]
[['yogurt', 'other vegetables', 'meat'], 28, '->', ['whole milk'], 2513, 0.5357142857142857]
[['yogurt', 'whole milk', 'meat'], 24, '->', ['other vegetables'], 1903, 0.625]
[['yogurt', 'long life bakery product', 'rolls/buns'], 20, '->', ['whole milk'], 2513, 0.75]
[['yogurt', 'long life bakery product', 'chocolate'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['yogurt', 'long life bakery product', 'fruit/vegetable juice'], 18, '->', ['whole milk'], 2513, 0.7777777777777778]
[['yogurt', 'long life bakery product', 'root vegetables'], 19, '->', ['whole milk'], 2513, 0.631578947368421]
[['yogurt', 'long life bakery product', 'sausage'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['whole milk', 'long life bakery product', 'whipped/sour cream'], 32, '->', ['yogurt'], 1372, 0.53125]
[['yogurt', 'long life bakery product', 'whipped/sour cream'], 21, '->', ['whole milk'], 2513, 0.8095238095238095]
[['yogurt', 'butter', 'rolls/buns'], 44, '->', ['whole milk'], 2513, 0.5681818181818182]
[['yogurt', 'butter', 'bottled beer'], 14, '->', ['whole milk'], 2513, 0.7857142857142857]
[['whole milk', 'butter', 'white bread'], 23, '->', ['yogurt'], 1372, 0.5217391304347826]
[['yogurt', 'butter', 'white bread'], 19, '->', ['whole milk'], 2513, 0.631578947368421]
[['yogurt', 'butter', 'bottled water'], 24, '->', ['whole milk'], 2513, 0.5416666666666666]
[['yogurt', 'butter', 'chocolate'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['yogurt', 'butter', 'curd'], 29, '->', ['whole milk'], 2513, 0.7931034482758621]
[['yogurt', 'butter', 'beef'], 27, '->', ['whole milk'], 2513, 0.6296296296296297]
[['yogurt', 'butter', 'frankfurter'], 17, '->', ['whole milk'], 2513, 0.7647058823529411]
[['yogurt', 'butter', 'chicken'], 19, '->', ['whole milk'], 2513, 0.7368421052631579]
[['whole milk', 'butter', 'fruit/vegetable juice'], 41, '->', ['yogurt'], 1372, 0.5121951219512195]
[['yogurt', 'butter', 'fruit/vegetable juice'], 35, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'butter', 'pastry'], 20, '->', ['whole milk'], 2513, 0.55]
[['yogurt', 'butter', 'root vegetables'], 38, '->', ['whole milk'], 2513, 0.7894736842105263]
[['yogurt', 'butter', 'sausage'], 25, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'butter', 'brown bread'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['yogurt', 'butter', 'hamburger meat'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'butter', 'napkins'], 13, '->', ['whole milk'], 2513, 0.8461538461538461]
[['yogurt', 'butter', 'pork'], 17, '->', ['whole milk'], 2513, 0.8235294117647058]
[['yogurt', 'butter', 'whipped/sour cream'], 38, '->', ['whole milk'], 2513, 0.6842105263157895]
[['yogurt', 'butter', 'domestic eggs'], 29, '->', ['whole milk'], 2513, 0.7586206896551724]
[['whole milk', 'butter', 'hard cheese'], 21, '->', ['yogurt'], 1372, 0.6190476190476191]
[['yogurt', 'butter', 'hard cheese'], 16, '->', ['whole milk'], 2513, 0.8125]
[['yogurt', 'butter', 'frozen vegetables'], 22, '->', ['whole milk'], 2513, 0.6818181818181818]
[['whole milk', 'butter', 'frozen meals'], 16, '->', ['yogurt'], 1372, 0.6875]
[['yogurt', 'butter', 'frozen meals'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['yogurt', 'butter', 'onions'], 16, '->', ['whole milk'], 2513, 0.8125]
[['whole milk', 'butter', 'sliced cheese'], 20, '->', ['yogurt'], 1372, 0.7]
[['yogurt', 'butter', 'sliced cheese'], 18, '->', ['whole milk'], 2513, 0.7777777777777778]
[['whole milk', 'butter', 'soft cheese'], 20, '->', ['yogurt'], 1372, 0.6]
[['yogurt', 'butter', 'soft cheese'], 15, '->', ['whole milk'], 2513, 0.8]
[['whole milk', 'rice', 'root vegetables'], 24, '->', ['yogurt'], 1372, 0.5833333333333334]
[['yogurt', 'rice', 'root vegetables'], 16, '->', ['whole milk'], 2513, 0.875]
[['yogurt', 'whole milk', 'rice'], 18, '->', ['root vegetables'], 1072, 0.7777777777777778]
[['yogurt', 'rolls/buns', 'bottled beer'], 23, '->', ['whole milk'], 2513, 0.7391304347826086]
[['yogurt', 'rolls/buns', 'curd'], 34, '->', ['whole milk'], 2513, 0.7352941176470589]
[['yogurt', 'rolls/buns', 'beef'], 37, '->', ['whole milk'], 2513, 0.5945945945945946]
[['yogurt', 'rolls/buns', 'frankfurter'], 41, '->', ['whole milk'], 2513, 0.5609756097560976]
[['yogurt', 'rolls/buns', 'fruit/vegetable juice'], 37, '->', ['whole milk'], 2513, 0.5675675675675675]
[['yogurt', 'rolls/buns', 'newspapers'], 50, '->', ['whole milk'], 2513, 0.52]
[['yogurt', 'rolls/buns', 'butter milk'], 27, '->', ['whole milk'], 2513, 0.5925925925925926]
[['yogurt', 'rolls/buns', 'pastry'], 57, '->', ['whole milk'], 2513, 0.5263157894736842]
[['yogurt', 'rolls/buns', 'root vegetables'], 71, '->', ['whole milk'], 2513, 0.647887323943662]
[['yogurt', 'rolls/buns', 'waffles'], 27, '->', ['whole milk'], 2513, 0.5555555555555556]
[['yogurt', 'rolls/buns', 'hamburger meat'], 23, '->', ['whole milk'], 2513, 0.5217391304347826]
[['yogurt', 'rolls/buns', 'hygiene articles'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'rolls/buns', 'pork'], 21, '->', ['whole milk'], 2513, 0.6190476190476191]
[['yogurt', 'rolls/buns', 'whipped/sour cream'], 47, '->', ['whole milk'], 2513, 0.6382978723404256]
[['yogurt', 'rolls/buns', 'ham'], 21, '->', ['whole milk'], 2513, 0.7142857142857143]
[['yogurt', 'rolls/buns', 'frozen vegetables'], 34, '->', ['whole milk'], 2513, 0.5588235294117647]
[['yogurt', 'rolls/buns', 'onions'], 23, '->', ['whole milk'], 2513, 0.5652173913043478]
[['yogurt', 'rolls/buns', 'sliced cheese'], 24, '->', ['whole milk'], 2513, 0.5]
[['yogurt', 'bottled beer', 'bottled water'], 28, '->', ['whole milk'], 2513, 0.5714285714285714]
[['yogurt', 'bottled beer', 'fruit/vegetable juice'], 20, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'bottled beer', 'root vegetables'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['whole milk', 'bottled beer', 'frozen vegetables'], 22, '->', ['yogurt'], 1372, 0.5909090909090909]
[['yogurt', 'bottled beer', 'frozen vegetables'], 17, '->', ['whole milk'], 2513, 0.7647058823529411]
[['whole milk', 'white bread', 'curd'], 21, '->', ['yogurt'], 1372, 0.5238095238095238]
[['yogurt', 'white bread', 'curd'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['yogurt', 'white bread', 'root vegetables'], 27, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'white bread', 'whipped/sour cream'], 21, '->', ['whole milk'], 2513, 0.6190476190476191]
[['yogurt', 'white bread', 'domestic eggs'], 19, '->', ['whole milk'], 2513, 0.6842105263157895]
[['yogurt', 'bottled water', 'curd'], 26, '->', ['whole milk'], 2513, 0.5384615384615384]
[['yogurt', 'bottled water', 'fruit/vegetable juice'], 43, '->', ['whole milk'], 2513, 0.5581395348837209]
[['yogurt', 'bottled water', 'pastry'], 31, '->', ['whole milk'], 2513, 0.5161290322580645]
[['yogurt', 'bottled water', 'root vegetables'], 38, '->', ['whole milk'], 2513, 0.6052631578947368]
[['yogurt', 'bottled water', 'brown bread'], 22, '->', ['whole milk'], 2513, 0.5]
[['yogurt', 'bottled water', 'hygiene articles'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['yogurt', 'bottled water', 'whipped/sour cream'], 30, '->', ['whole milk'], 2513, 0.5333333333333333]
[['yogurt', 'bottled water', 'frozen vegetables'], 23, '->', ['whole milk'], 2513, 0.5652173913043478]
[['yogurt', 'chocolate', 'newspapers'], 17, '->', ['whole milk'], 2513, 0.7058823529411765]
[['whole milk', 'curd', 'beef'], 26, '->', ['yogurt'], 1372, 0.5]
[['yogurt', 'curd', 'beef'], 21, '->', ['whole milk'], 2513, 0.6190476190476191]
[['yogurt', 'curd', 'sugar'], 16, '->', ['whole milk'], 2513, 0.6875]
[['whole milk', 'curd', 'pastry'], 44, '->', ['yogurt'], 1372, 0.5227272727272727]
[['yogurt', 'curd', 'pastry'], 32, '->', ['whole milk'], 2513, 0.71875]
[['yogurt', 'curd', 'root vegetables'], 46, '->', ['whole milk'], 2513, 0.6304347826086957]
[['whole milk', 'curd', 'sausage'], 34, '->', ['yogurt'], 1372, 0.5294117647058824]
[['yogurt', 'curd', 'sausage'], 35, '->', ['whole milk'], 2513, 0.5142857142857142]
[['whole milk', 'curd', 'hygiene articles'], 19, '->', ['yogurt'], 1372, 0.631578947368421]
[['yogurt', 'curd', 'hygiene articles'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'curd', 'napkins'], 19, '->', ['whole milk'], 2513, 0.631578947368421]
[['yogurt', 'curd', 'pork'], 14, '->', ['whole milk'], 2513, 0.7857142857142857]
[['yogurt', 'curd', 'whipped/sour cream'], 45, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'curd', 'dessert'], 20, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'curd', 'domestic eggs'], 27, '->', ['whole milk'], 2513, 0.7407407407407407]
[['whole milk', 'curd', 'ham'], 18, '->', ['yogurt'], 1372, 0.6111111111111112]
[['yogurt', 'curd', 'ham'], 14, '->', ['whole milk'], 2513, 0.7857142857142857]
[['yogurt', 'curd', 'frozen vegetables'], 21, '->', ['whole milk'], 2513, 0.6190476190476191]
[['whole milk', 'curd', 'frozen meals'], 16, '->', ['yogurt'], 1372, 0.6875]
[['yogurt', 'curd', 'frozen meals'], 13, '->', ['whole milk'], 2513, 0.8461538461538461]
[['whole milk', 'curd', 'onions'], 18, '->', ['yogurt'], 1372, 0.6111111111111112]
[['yogurt', 'curd', 'onions'], 13, '->', ['whole milk'], 2513, 0.8461538461538461]
[['whole milk', 'curd', 'soft cheese'], 14, '->', ['yogurt'], 1372, 0.7857142857142857]
[['curd', 'soft cheese'], 22, '->', ['yogurt', 'whole milk'], 551, 0.5]
[['yogurt', 'curd', 'soft cheese'], 15, '->', ['whole milk'], 2513, 0.7333333333333333]
[['curd', 'soft cheese'], 22, '->', ['yogurt', 'whole milk'], 551, 0.5]
[['yogurt', 'flour', 'whipped/sour cream'], 16, '->', ['whole milk'], 2513, 0.6875]
[['yogurt', 'beef', 'frankfurter'], 18, '->', ['whole milk'], 2513, 0.7222222222222222]
[['yogurt', 'beef', 'soda'], 18, '->', ['whole milk'], 2513, 0.6666666666666666]
[['yogurt', 'beef', 'pastry'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['yogurt', 'beef', 'root vegetables'], 45, '->', ['whole milk'], 2513, 0.5555555555555556]
[['yogurt', 'beef', 'whipped/sour cream'], 25, '->', ['whole milk'], 2513, 0.6]
[['yogurt', 'beef', 'domestic eggs'], 14, '->', ['whole milk'], 2513, 0.7857142857142857]
[['yogurt', 'frankfurter', 'soda'], 28, '->', ['whole milk'], 2513, 0.5357142857142857]
[['yogurt', 'frankfurter', 'pastry'], 27, '->', ['whole milk'], 2513, 0.6296296296296297]
[['yogurt', 'frankfurter', 'root vegetables'], 32, '->', ['whole milk'], 2513, 0.71875]
[['yogurt', 'frankfurter', 'sausage'], 24, '->', ['whole milk'], 2513, 0.625]
[['whole milk', 'frankfurter', 'brown bread'], 27, '->', ['yogurt'], 1372, 0.5555555555555556]
[['yogurt', 'frankfurter', 'brown bread'], 22, '->', ['whole milk'], 2513, 0.6818181818181818]
[['yogurt', 'frankfurter', 'whipped/sour cream'], 23, '->', ['whole milk'], 2513, 0.5652173913043478]
[['yogurt', 'frankfurter', 'domestic eggs'], 17, '->', ['whole milk'], 2513, 0.7647058823529411]
[['yogurt', 'soda', 'pastry'], 49, '->', ['whole milk'], 2513, 0.5102040816326531]
