[['semi-finished bread'], 174, '->', ['citrus fruit'], 814, 0.13793103448275862]
[['yogurt', 'other vegetables', 'dessert'], 45, '->', ['tropical fruit'], 1032, 0.28888888888888886]
[['other vegetables', 'dessert'], 114, '->', ['tropical fruit', 'yogurt'], 288, 0.11403508771929824]
[['tropical fruit', 'other vegetables', 'dessert'], 28, '->', ['yogurt'], 1372, 0.4642857142857143]
[['other vegetables', 'dessert'], 114, '->', ['tropical fruit', 'yogurt'], 288, 0.11403508771929824]
[['tropical fruit', 'yogurt', 'dessert'], 24, '->', ['other vegetables'], 1903, 0.5416666666666666]
[['yogurt', 'dessert'], 97, '->', ['tropical fruit', 'other vegetables'], 353, 0.13402061855670103]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['dessert'], 365, 0.10743801652892562]
[['yogurt', 'other vegetables', 'domestic eggs'], 57, '->', ['tropical fruit'], 1032, 0.3684210526315789]
[['tropical fruit', 'other vegetables', 'domestic eggs'], 47, '->', ['yogurt'], 1372, 0.44680851063829785]
[['tropical fruit', 'yogurt', 'domestic eggs'], 42, '->', ['other vegetables'], 1903, 0.5]
[['yogurt', 'domestic eggs'], 141, '->', ['tropical fruit', 'other vegetables'], 353, 0.14893617021276595]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['domestic eggs'], 624, 0.17355371900826447]
[['yogurt', 'other vegetables', 'ham'], 30, '->', ['tropical fruit'], 1032, 0.5666666666666667]
[['other vegetables', 'ham'], 90, '->', ['tropical fruit', 'yogurt'], 288, 0.18888888888888888]
[['tropical fruit', 'other vegetables', 'ham'], 26, '->', ['yogurt'], 1372, 0.6538461538461539]
[['other vegetables', 'ham'], 90, '->', ['tropical fruit', 'yogurt'], 288, 0.18888888888888888]
[['tropical fruit', 'yogurt', 'ham'], 24, '->', ['other vegetables'], 1903, 0.7083333333333334]
[['yogurt', 'ham'], 66, '->', ['tropical fruit', 'other vegetables'], 353, 0.25757575757575757]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['ham'], 256, 0.14049586776859505]
[['yogurt', 'other vegetables', 'oil'], 32, '->', ['tropical fruit'], 1032, 0.46875]
[['other vegetables', 'oil'], 98, '->', ['tropical fruit', 'yogurt'], 288, 0.15306122448979592]
[['tropical fruit', 'other vegetables', 'oil'], 25, '->', ['yogurt'], 1372, 0.6]
[['other vegetables', 'oil'], 98, '->', ['tropical fruit', 'yogurt'], 288, 0.15306122448979592]
[['tropical fruit', 'yogurt', 'oil'], 19, '->', ['other vegetables'], 1903, 0.7894736842105263]
[['yogurt', 'oil'], 52, '->', ['tropical fruit', 'other vegetables'], 353, 0.28846153846153844]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['oil'], 276, 0.12396694214876033]
[['yogurt', 'other vegetables', 'frozen vegetables'], 52, '->', ['tropical fruit'], 1032, 0.38461538461538464]
[['other vegetables', 'frozen vegetables'], 175, '->', ['tropical fruit', 'yogurt'], 288, 0.11428571428571428]
[['tropical fruit', 'other vegetables', 'frozen vegetables'], 41, '->', ['yogurt'], 1372, 0.4878048780487805]
[['other vegetables', 'frozen vegetables'], 175, '->', ['tropical fruit', 'yogurt'], 288, 0.11428571428571428]
[['tropical fruit', 'yogurt', 'frozen vegetables'], 33, '->', ['other vegetables'], 1903, 0.6060606060606061]
[['yogurt', 'frozen vegetables'], 122, '->', ['tropical fruit', 'other vegetables'], 353, 0.16393442622950818]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['frozen vegetables'], 473, 0.1652892561983471]
[['yogurt', 'other vegetables', 'onions'], 38, '->', ['tropical fruit'], 1032, 0.39473684210526316]
[['other vegetables', 'onions'], 140, '->', ['tropical fruit', 'yogurt'], 288, 0.10714285714285714]
[['tropical fruit', 'other vegetables', 'onions'], 36, '->', ['yogurt'], 1372, 0.4166666666666667]
[['other vegetables', 'onions'], 140, '->', ['tropical fruit', 'yogurt'], 288, 0.10714285714285714]
[['tropical fruit', 'yogurt', 'onions'], 21, '->', ['other vegetables'], 1903, 0.7142857142857143]
[['yogurt', 'onions'], 71, '->', ['tropical fruit', 'other vegetables'], 353, 0.2112676056338028]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['onions'], 305, 0.12396694214876033]
[['yogurt', 'other vegetables', 'sliced cheese'], 30, '->', ['tropical fruit'], 1032, 0.5666666666666667]
[['other vegetables', 'sliced cheese'], 89, '->', ['tropical fruit', 'yogurt'], 288, 0.19101123595505617]
[['tropical fruit', 'other vegetables', 'sliced cheese'], 30, '->', ['yogurt'], 1372, 0.5666666666666667]
[['other vegetables', 'sliced cheese'], 89, '->', ['tropical fruit', 'yogurt'], 288, 0.19101123595505617]
[['tropical fruit', 'yogurt', 'sliced cheese'], 27, '->', ['other vegetables'], 1903, 0.6296296296296297]
[['yogurt', 'sliced cheese'], 79, '->', ['tropical fruit', 'other vegetables'], 353, 0.21518987341772153]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['sliced cheese'], 241, 0.14049586776859505]
[['yogurt', 'other vegetables', 'soft cheese'], 28, '->', ['tropical fruit'], 1032, 0.5]
[['other vegetables', 'soft cheese'], 70, '->', ['tropical fruit', 'yogurt'], 288, 0.2]
[['tropical fruit', 'other vegetables', 'soft cheese'], 21, '->', ['yogurt'], 1372, 0.6666666666666666]
[['other vegetables', 'soft cheese'], 70, '->', ['tropical fruit', 'yogurt'], 288, 0.2]
[['tropical fruit', 'yogurt', 'soft cheese'], 19, '->', ['other vegetables'], 1903, 0.7368421052631579]
[['yogurt', 'soft cheese'], 59, '->', ['tropical fruit', 'other vegetables'], 353, 0.23728813559322035]
[['tropical fruit', 'yogurt', 'other vegetables'], 121, '->', ['soft cheese'], 168, 0.11570247933884298]
[['yogurt', 'butter', 'rolls/buns'], 44, '->', ['tropical fruit'], 1032, 0.25]
[['tropical fruit', 'butter', 'rolls/buns'], 25, '->', ['yogurt'], 1372, 0.44]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['butter'], 545, 0.12790697674418605]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['rolls/buns'], 1809, 0.24444444444444444]
[['yogurt', 'butter', 'white bread'], 19, '->', ['tropical fruit'], 1032, 0.5789473684210527]
[['butter', 'white bread'], 42, '->', ['tropical fruit', 'yogurt'], 288, 0.2619047619047619]
[['tropical fruit', 'butter', 'white bread'], 13, '->', ['yogurt'], 1372, 0.8461538461538461]
[['butter', 'white bread'], 42, '->', ['tropical fruit', 'yogurt'], 288, 0.2619047619047619]
[['tropical fruit', 'yogurt', 'white bread'], 28, '->', ['butter'], 545, 0.39285714285714285]
[['yogurt', 'white bread'], 89, '->', ['tropical fruit', 'butter'], 98, 0.12359550561797752]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['white bread'], 414, 0.24444444444444444]
[['yogurt', 'butter', 'curd'], 29, '->', ['tropical fruit'], 1032, 0.5172413793103449]
[['butter', 'curd'], 67, '->', ['tropical fruit', 'yogurt'], 288, 0.22388059701492538]
[['tropical fruit', 'butter', 'curd'], 19, '->', ['yogurt'], 1372, 0.7894736842105263]
[['butter', 'curd'], 67, '->', ['tropical fruit', 'yogurt'], 288, 0.22388059701492538]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['butter'], 545, 0.28846153846153844]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['curd'], 524, 0.3333333333333333]
[['yogurt', 'butter'], 144, '->', ['tropical fruit', 'curd'], 101, 0.10416666666666667]
[['yogurt', 'butter', 'fruit/vegetable juice'], 35, '->', ['tropical fruit'], 1032, 0.4]
[['butter', 'fruit/vegetable juice'], 79, '->', ['tropical fruit', 'yogurt'], 288, 0.17721518987341772]
[['tropical fruit', 'butter', 'fruit/vegetable juice'], 25, '->', ['yogurt'], 1372, 0.56]
[['butter', 'fruit/vegetable juice'], 79, '->', ['tropical fruit', 'yogurt'], 288, 0.17721518987341772]
[['tropical fruit', 'yogurt', 'fruit/vegetable juice'], 48, '->', ['butter'], 545, 0.2916666666666667]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['fruit/vegetable juice'], 711, 0.3111111111111111]
[['yogurt', 'butter', 'root vegetables'], 38, '->', ['tropical fruit'], 1032, 0.5]
[['butter', 'root vegetables'], 127, '->', ['tropical fruit', 'yogurt'], 288, 0.14960629921259844]
[['tropical fruit', 'butter', 'root vegetables'], 35, '->', ['yogurt'], 1372, 0.5428571428571428]
[['butter', 'root vegetables'], 127, '->', ['tropical fruit', 'yogurt'], 288, 0.14960629921259844]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['butter'], 545, 0.2375]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['root vegetables'], 1072, 0.4222222222222222]
[['yogurt', 'butter'], 144, '->', ['tropical fruit', 'root vegetables'], 207, 0.13194444444444445]
[['yogurt', 'butter', 'sausage'], 25, '->', ['tropical fruit'], 1032, 0.48]
[['butter', 'sausage'], 85, '->', ['tropical fruit', 'yogurt'], 288, 0.1411764705882353]
[['tropical fruit', 'butter', 'sausage'], 23, '->', ['yogurt'], 1372, 0.5217391304347826]
[['butter', 'sausage'], 85, '->', ['tropical fruit', 'yogurt'], 288, 0.1411764705882353]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['butter'], 545, 0.2608695652173913]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['sausage'], 924, 0.26666666666666666]
[['yogurt', 'butter', 'whipped/sour cream'], 38, '->', ['tropical fruit'], 1032, 0.39473684210526316]
[['butter', 'whipped/sour cream'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.15]
[['tropical fruit', 'butter', 'whipped/sour cream'], 30, '->', ['yogurt'], 1372, 0.5]
[['butter', 'whipped/sour cream'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.15]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['butter'], 545, 0.2459016393442623]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['whipped/sour cream'], 705, 0.3333333333333333]
[['yogurt', 'butter'], 144, '->', ['tropical fruit', 'whipped/sour cream'], 136, 0.10416666666666667]
[['yogurt', 'butter', 'domestic eggs'], 29, '->', ['tropical fruit'], 1032, 0.4482758620689655]
[['butter', 'domestic eggs'], 95, '->', ['tropical fruit', 'yogurt'], 288, 0.1368421052631579]
[['tropical fruit', 'butter', 'domestic eggs'], 23, '->', ['yogurt'], 1372, 0.5652173913043478]
[['butter', 'domestic eggs'], 95, '->', ['tropical fruit', 'yogurt'], 288, 0.1368421052631579]
[['tropical fruit', 'yogurt', 'domestic eggs'], 42, '->', ['butter'], 545, 0.30952380952380953]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['domestic eggs'], 624, 0.28888888888888886]
[['yogurt', 'butter', 'onions'], 16, '->', ['tropical fruit'], 1032, 0.6875]
[['butter', 'onions'], 40, '->', ['tropical fruit', 'yogurt'], 288, 0.275]
[['tropical fruit', 'butter', 'onions'], 14, '->', ['yogurt'], 1372, 0.7857142857142857]
[['butter', 'onions'], 40, '->', ['tropical fruit', 'yogurt'], 288, 0.275]
[['tropical fruit', 'yogurt', 'onions'], 21, '->', ['butter'], 545, 0.5238095238095238]
[['yogurt', 'onions'], 71, '->', ['tropical fruit', 'butter'], 98, 0.15492957746478872]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['onions'], 305, 0.24444444444444444]
[['yogurt', 'butter', 'sliced cheese'], 18, '->', ['tropical fruit'], 1032, 0.6111111111111112]
[['butter', 'sliced cheese'], 37, '->', ['tropical fruit', 'yogurt'], 288, 0.2972972972972973]
[['tropical fruit', 'butter', 'sliced cheese'], 14, '->', ['yogurt'], 1372, 0.7857142857142857]
[['butter', 'sliced cheese'], 37, '->', ['tropical fruit', 'yogurt'], 288, 0.2972972972972973]
[['tropical fruit', 'yogurt', 'sliced cheese'], 27, '->', ['butter'], 545, 0.4074074074074074]
[['yogurt', 'sliced cheese'], 79, '->', ['tropical fruit', 'butter'], 98, 0.13924050632911392]
[['tropical fruit', 'yogurt', 'butter'], 45, '->', ['sliced cheese'], 241, 0.24444444444444444]
[['yogurt', 'rolls/buns', 'bottled water'], 70, '->', ['tropical fruit'], 1032, 0.34285714285714286]
[['rolls/buns', 'bottled water'], 238, '->', ['tropical fruit', 'yogurt'], 288, 0.10084033613445378]
[['tropical fruit', 'rolls/buns', 'bottled water'], 53, '->', ['yogurt'], 1372, 0.4528301886792453]
[['rolls/buns', 'bottled water'], 238, '->', ['tropical fruit', 'yogurt'], 288, 0.10084033613445378]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['rolls/buns'], 1809, 0.34285714285714286]
[['yogurt', 'bottled water'], 226, '->', ['tropical fruit', 'rolls/buns'], 242, 0.10619469026548672]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['bottled water'], 1087, 0.27906976744186046]
[['yogurt', 'rolls/buns', 'curd'], 34, '->', ['tropical fruit'], 1032, 0.3235294117647059]
[['rolls/buns', 'curd'], 99, '->', ['tropical fruit', 'yogurt'], 288, 0.1111111111111111]
[['tropical fruit', 'rolls/buns', 'curd'], 22, '->', ['yogurt'], 1372, 0.5]
[['rolls/buns', 'curd'], 99, '->', ['tropical fruit', 'yogurt'], 288, 0.1111111111111111]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['rolls/buns'], 1809, 0.21153846153846154]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['curd'], 524, 0.12790697674418605]
[['yogurt', 'rolls/buns', 'beef'], 37, '->', ['tropical fruit'], 1032, 0.3783783783783784]
[['rolls/buns', 'beef'], 134, '->', ['tropical fruit', 'yogurt'], 288, 0.1044776119402985]
[['tropical fruit', 'rolls/buns', 'beef'], 27, '->', ['yogurt'], 1372, 0.5185185185185185]
[['rolls/buns', 'beef'], 134, '->', ['tropical fruit', 'yogurt'], 288, 0.1044776119402985]
[['tropical fruit', 'yogurt', 'beef'], 29, '->', ['rolls/buns'], 1809, 0.4827586206896552]
[['yogurt', 'beef'], 115, '->', ['tropical fruit', 'rolls/buns'], 242, 0.12173913043478261]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['beef'], 516, 0.16279069767441862]
[['yogurt', 'rolls/buns', 'soda'], 85, '->', ['tropical fruit'], 1032, 0.27058823529411763]
[['tropical fruit', 'rolls/buns', 'soda'], 53, '->', ['yogurt'], 1372, 0.4339622641509434]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['rolls/buns'], 1809, 0.35384615384615387]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['soda'], 1715, 0.26744186046511625]
[['yogurt', 'rolls/buns', 'newspapers'], 50, '->', ['tropical fruit'], 1032, 0.34]
[['tropical fruit', 'rolls/buns', 'newspapers'], 41, '->', ['yogurt'], 1372, 0.4146341463414634]
[['tropical fruit', 'yogurt', 'newspapers'], 42, '->', ['rolls/buns'], 1809, 0.40476190476190477]
[['yogurt', 'newspapers'], 151, '->', ['tropical fruit', 'rolls/buns'], 242, 0.11258278145695365]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['newspapers'], 785, 0.19767441860465115]
[['yogurt', 'rolls/buns', 'pastry'], 57, '->', ['tropical fruit'], 1032, 0.3684210526315789]
[['rolls/buns', 'pastry'], 206, '->', ['tropical fruit', 'yogurt'], 288, 0.10194174757281553]
[['tropical fruit', 'rolls/buns', 'pastry'], 40, '->', ['yogurt'], 1372, 0.525]
[['rolls/buns', 'pastry'], 206, '->', ['tropical fruit', 'yogurt'], 288, 0.10194174757281553]
[['tropical fruit', 'yogurt', 'pastry'], 46, '->', ['rolls/buns'], 1809, 0.45652173913043476]
[['yogurt', 'pastry'], 174, '->', ['tropical fruit', 'rolls/buns'], 242, 0.1206896551724138]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['pastry'], 875, 0.2441860465116279]
[['yogurt', 'rolls/buns', 'root vegetables'], 71, '->', ['tropical fruit'], 1032, 0.38028169014084506]
[['rolls/buns', 'root vegetables'], 239, '->', ['tropical fruit', 'yogurt'], 288, 0.11297071129707113]
[['tropical fruit', 'rolls/buns', 'root vegetables'], 58, '->', ['yogurt'], 1372, 0.46551724137931033]
[['rolls/buns', 'root vegetables'], 239, '->', ['tropical fruit', 'yogurt'], 288, 0.11297071129707113]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['rolls/buns'], 1809, 0.3375]
[['yogurt', 'root vegetables'], 254, '->', ['tropical fruit', 'rolls/buns'], 242, 0.1062992125984252]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['root vegetables'], 1072, 0.313953488372093]
[['yogurt', 'rolls/buns', 'waffles'], 27, '->', ['tropical fruit'], 1032, 0.4444444444444444]
[['rolls/buns', 'waffles'], 90, '->', ['tropical fruit', 'yogurt'], 288, 0.13333333333333333]
[['tropical fruit', 'rolls/buns', 'waffles'], 21, '->', ['yogurt'], 1372, 0.5714285714285714]
[['rolls/buns', 'waffles'], 90, '->', ['tropical fruit', 'yogurt'], 288, 0.13333333333333333]
[['tropical fruit', 'yogurt', 'waffles'], 26, '->', ['rolls/buns'], 1809, 0.46153846153846156]
[['yogurt', 'waffles'], 74, '->', ['tropical fruit', 'rolls/buns'], 242, 0.16216216216216217]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['waffles'], 378, 0.13953488372093023]
[['yogurt', 'rolls/buns', 'candy'], 17, '->', ['tropical fruit'], 1032, 0.6470588235294118]
[['rolls/buns', 'candy'], 70, '->', ['tropical fruit', 'yogurt'], 288, 0.15714285714285714]
[['tropical fruit', 'rolls/buns', 'candy'], 21, '->', ['yogurt'], 1372, 0.5238095238095238]
[['rolls/buns', 'candy'], 70, '->', ['tropical fruit', 'yogurt'], 288, 0.15714285714285714]
[['tropical fruit', 'yogurt', 'candy'], 23, '->', ['rolls/buns'], 1809, 0.4782608695652174]
[['yogurt', 'candy'], 54, '->', ['tropical fruit', 'rolls/buns'], 242, 0.2037037037037037]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['candy'], 294, 0.12790697674418605]
[['yogurt', 'rolls/buns', 'sausage'], 59, '->', ['tropical fruit'], 1032, 0.23728813559322035]
[['tropical fruit', 'rolls/buns', 'sausage'], 37, '->', ['yogurt'], 1372, 0.3783783783783784]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['rolls/buns'], 1809, 0.30434782608695654]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['sausage'], 924, 0.16279069767441862]
[['yogurt', 'rolls/buns', 'shopping bags'], 39, '->', ['tropical fruit'], 1032, 0.41025641025641024]
[['tropical fruit', 'rolls/buns', 'shopping bags'], 33, '->', ['yogurt'], 1372, 0.48484848484848486]
[['tropical fruit', 'yogurt', 'shopping bags'], 33, '->', ['rolls/buns'], 1809, 0.48484848484848486]
[['yogurt', 'shopping bags'], 150, '->', ['tropical fruit', 'rolls/buns'], 242, 0.10666666666666667]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['shopping bags'], 969, 0.18604651162790697]
[['yogurt', 'rolls/buns', 'whipped/sour cream'], 47, '->', ['tropical fruit'], 1032, 0.44680851063829785]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['tropical fruit', 'yogurt'], 288, 0.14583333333333334]
[['tropical fruit', 'rolls/buns', 'whipped/sour cream'], 34, '->', ['yogurt'], 1372, 0.6176470588235294]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['tropical fruit', 'yogurt'], 288, 0.14583333333333334]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['rolls/buns'], 1809, 0.3442622950819672]
[['yogurt', 'whipped/sour cream'], 204, '->', ['tropical fruit', 'rolls/buns'], 242, 0.10294117647058823]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['whipped/sour cream'], 705, 0.2441860465116279]
[['yogurt', 'rolls/buns', 'frozen vegetables'], 34, '->', ['tropical fruit'], 1032, 0.35294117647058826]
[['rolls/buns', 'frozen vegetables'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.12]
[['tropical fruit', 'rolls/buns', 'frozen vegetables'], 23, '->', ['yogurt'], 1372, 0.5217391304347826]
[['rolls/buns', 'frozen vegetables'], 100, '->', ['tropical fruit', 'yogurt'], 288, 0.12]
[['tropical fruit', 'yogurt', 'frozen vegetables'], 33, '->', ['rolls/buns'], 1809, 0.36363636363636365]
[['tropical fruit', 'yogurt', 'rolls/buns'], 86, '->', ['frozen vegetables'], 473, 0.13953488372093023]
[['yogurt', 'white bread', 'fruit/vegetable juice'], 24, '->', ['tropical fruit'], 1032, 0.4583333333333333]
[['white bread', 'fruit/vegetable juice'], 73, '->', ['tropical fruit', 'yogurt'], 288, 0.1506849315068493]
[['tropical fruit', 'white bread', 'fruit/vegetable juice'], 24, '->', ['yogurt'], 1372, 0.4583333333333333]
[['white bread', 'fruit/vegetable juice'], 73, '->', ['tropical fruit', 'yogurt'], 288, 0.1506849315068493]
[['tropical fruit', 'yogurt', 'fruit/vegetable juice'], 48, '->', ['white bread'], 414, 0.22916666666666666]
[['tropical fruit', 'yogurt', 'white bread'], 28, '->', ['fruit/vegetable juice'], 711, 0.39285714285714285]
[['yogurt', 'white bread'], 89, '->', ['tropical fruit', 'fruit/vegetable juice'], 135, 0.12359550561797752]
[['yogurt', 'white bread', 'whipped/sour cream'], 21, '->', ['tropical fruit'], 1032, 0.5238095238095238]
[['white bread', 'whipped/sour cream'], 54, '->', ['tropical fruit', 'yogurt'], 288, 0.2037037037037037]
[['tropical fruit', 'white bread', 'whipped/sour cream'], 20, '->', ['yogurt'], 1372, 0.55]
[['white bread', 'whipped/sour cream'], 54, '->', ['tropical fruit', 'yogurt'], 288, 0.2037037037037037]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['white bread'], 414, 0.18032786885245902]
[['tropical fruit', 'yogurt', 'white bread'], 28, '->', ['whipped/sour cream'], 705, 0.39285714285714285]
[['yogurt', 'white bread'], 89, '->', ['tropical fruit', 'whipped/sour cream'], 136, 0.12359550561797752]
[['yogurt', 'bottled water', 'curd'], 26, '->', ['tropical fruit'], 1032, 0.5384615384615384]
[['bottled water', 'curd'], 60, '->', ['tropical fruit', 'yogurt'], 288, 0.23333333333333334]
[['tropical fruit', 'bottled water', 'curd'], 21, '->', ['yogurt'], 1372, 0.6666666666666666]
[['bottled water', 'curd'], 60, '->', ['tropical fruit', 'yogurt'], 288, 0.23333333333333334]
[['tropical fruit', 'yogurt', 'curd'], 52, '->', ['bottled water'], 1087, 0.2692307692307692]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['curd'], 524, 0.2]
[['yogurt', 'bottled water', 'soda'], 73, '->', ['tropical fruit'], 1032, 0.3287671232876712]
[['tropical fruit', 'bottled water', 'soda'], 51, '->', ['yogurt'], 1372, 0.47058823529411764]
[['tropical fruit', 'yogurt', 'soda'], 65, '->', ['bottled water'], 1087, 0.36923076923076925]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['soda'], 1715, 0.34285714285714286]
[['yogurt', 'bottled water'], 226, '->', ['tropical fruit', 'soda'], 205, 0.10619469026548672]
[['yogurt', 'bottled water', 'newspapers'], 32, '->', ['tropical fruit'], 1032, 0.375]
[['bottled water', 'newspapers'], 111, '->', ['tropical fruit', 'yogurt'], 288, 0.10810810810810811]
[['tropical fruit', 'bottled water', 'newspapers'], 28, '->', ['yogurt'], 1372, 0.42857142857142855]
[['bottled water', 'newspapers'], 111, '->', ['tropical fruit', 'yogurt'], 288, 0.10810810810810811]
[['tropical fruit', 'yogurt', 'newspapers'], 42, '->', ['bottled water'], 1087, 0.2857142857142857]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['newspapers'], 785, 0.17142857142857143]
[['yogurt', 'bottled water', 'pastry'], 31, '->', ['tropical fruit'], 1032, 0.3548387096774194]
[['bottled water', 'pastry'], 88, '->', ['tropical fruit', 'yogurt'], 288, 0.125]
[['tropical fruit', 'bottled water', 'pastry'], 19, '->', ['yogurt'], 1372, 0.5789473684210527]
[['bottled water', 'pastry'], 88, '->', ['tropical fruit', 'yogurt'], 288, 0.125]
[['tropical fruit', 'yogurt', 'pastry'], 46, '->', ['bottled water'], 1087, 0.2391304347826087]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['pastry'], 875, 0.15714285714285714]
[['yogurt', 'bottled water', 'root vegetables'], 38, '->', ['tropical fruit'], 1032, 0.5789473684210527]
[['bottled water', 'root vegetables'], 154, '->', ['tropical fruit', 'yogurt'], 288, 0.14285714285714285]
[['tropical fruit', 'bottled water', 'root vegetables'], 45, '->', ['yogurt'], 1372, 0.4888888888888889]
[['bottled water', 'root vegetables'], 154, '->', ['tropical fruit', 'yogurt'], 288, 0.14285714285714285]
[['tropical fruit', 'yogurt', 'root vegetables'], 80, '->', ['bottled water'], 1087, 0.275]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['root vegetables'], 1072, 0.3142857142857143]
[['yogurt', 'bottled water', 'sausage'], 39, '->', ['tropical fruit'], 1032, 0.3333333333333333]
[['bottled water', 'sausage'], 118, '->', ['tropical fruit', 'yogurt'], 288, 0.11016949152542373]
[['tropical fruit', 'bottled water', 'sausage'], 27, '->', ['yogurt'], 1372, 0.48148148148148145]
[['bottled water', 'sausage'], 118, '->', ['tropical fruit', 'yogurt'], 288, 0.11016949152542373]
[['tropical fruit', 'yogurt', 'sausage'], 46, '->', ['bottled water'], 1087, 0.2826086956521739]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['sausage'], 924, 0.18571428571428572]
[['yogurt', 'bottled water', 'whipped/sour cream'], 30, '->', ['tropical fruit'], 1032, 0.5333333333333333]
[['bottled water', 'whipped/sour cream'], 86, '->', ['tropical fruit', 'yogurt'], 288, 0.18604651162790697]
[['tropical fruit', 'bottled water', 'whipped/sour cream'], 26, '->', ['yogurt'], 1372, 0.6153846153846154]
[['bottled water', 'whipped/sour cream'], 86, '->', ['tropical fruit', 'yogurt'], 288, 0.18604651162790697]
[['tropical fruit', 'yogurt', 'whipped/sour cream'], 61, '->', ['bottled water'], 1087, 0.26229508196721313]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['whipped/sour cream'], 705, 0.22857142857142856]
[['yogurt', 'bottled water', 'domestic eggs'], 28, '->', ['tropical fruit'], 1032, 0.42857142857142855]
[['bottled water', 'domestic eggs'], 90, '->', ['tropical fruit', 'yogurt'], 288, 0.13333333333333333]
[['tropical fruit', 'bottled water', 'domestic eggs'], 22, '->', ['yogurt'], 1372, 0.5454545454545454]
[['bottled water', 'domestic eggs'], 90, '->', ['tropical fruit', 'yogurt'], 288, 0.13333333333333333]
[['tropical fruit', 'yogurt', 'domestic eggs'], 42, '->', ['bottled water'], 1087, 0.2857142857142857]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['domestic eggs'], 624, 0.17142857142857143]
[['yogurt', 'bottled water', 'frozen vegetables'], 23, '->', ['tropical fruit'], 1032, 0.5217391304347826]
[['bottled water', 'frozen vegetables'], 61, '->', ['tropical fruit', 'yogurt'], 288, 0.19672131147540983]
[['tropical fruit', 'bottled water', 'frozen vegetables'], 23, '->', ['yogurt'], 1372, 0.5217391304347826]
[['bottled water', 'frozen vegetables'], 61, '->', ['tropical fruit', 'yogurt'], 288, 0.19672131147540983]
[['tropical fruit', 'yogurt', 'frozen vegetables'], 33, '->', ['bottled water'], 1087, 0.36363636363636365]
[['tropical fruit', 'yogurt', 'bottled water'], 70, '->', ['frozen vegetables'], 473, 0.17142857142857143]
